ID,hit,evalue,#ID,Avg_fold,Length,Ref_GC,Covered_percent,Covered_bases,Plus_reads,Minus_reads,Read_GC,Median_fold,Std_Dev,summed reads,reads/per million (RPM),lenfth of gene in KB (K),RPKM,46383198
NODE_158_length_2710_cov_21.971236_1_2318_g222,20DD_Contig_5938,0.11,NODE_158_length_2710_cov_21.971236_1_2318_g222,40.8499,1879,0,99.4678,1869,747,675,0.4647,34,31.18,1422,30.65831289,1.879,16.31629212,
NODE_164_length_2694_cov_17.252161_1_2694_g228,20DD_coca-20110131_6665,0.26,NODE_164_length_2694_cov_17.252161_1_2694_g228,33.0281,2314,0,100,2314,812,606,0.4643,19,42.3,1418,30.57207291,2.314,13.21178604,
NODE_167_length_2691_cov_72.599699_1_2561_g232,Polyketide_NODE_17446_length_416_cov_17.443864,0.37,NODE_167_length_2691_cov_72.599699_1_2561_g232,138.665,1839,0,100,1839,2516,2210,0.4561,133,83.13,4726,101.8925364,1.839,55.40649068,
NODE_178_length_2663_cov_30.039924_112_2663_g244,EcAOC_candidate_4_NODE_379_length_2382_cov_22.065986,0.15,NODE_178_length_2663_cov_30.039924_112_2663_g244,61.8113,2400,0,100,2400,1664,1090,0.448,32,98.68,2754,59.37622622,2.4,24.74009426,
NODE_187_length_2647_cov_74.558914_24_2452_g253,20DD_coca-20110131_6097,0.026,NODE_187_length_2647_cov_74.558914_24_2452_g253,130.3838,2277,0,100,2277,3382,2123,0.4501,75,185.48,5505,118.6877725,2.277,52.12462559,
NODE_190_length_2632_cov_54.281647_92_2632_g257,Polyketide_NODE_17446_length_416_cov_17.443864,0.22,NODE_190_length_2632_cov_54.281647_92_2632_g257,97.8449,2276,0,100,2276,2296,1833,0.442,49,126.24,4129,89.02121935,2.276,39.11301377,
NODE_195_length_2611_cov_40.344453_39_1078_g263,20DD_NODE_3028_length_1489_cov_23.482830,0.014,NODE_195_length_2611_cov_40.344453_39_1078_g263,166.8198,738,0,100,738,1278,1005,0.4323,106,152.46,2283,49.22146858,0.738,66.69575688,
NODE_199_length_2608_cov_21.259029_1_2539_g268,P450_32,0.014,NODE_199_length_2608_cov_21.259029_1_2539_g268,46.3543,2351,0,100,2351,1154,866,0.4184,32,45.03,2020,43.5511899,2.351,18.52453845,
NODE_206_length_2592_cov_68.264556_1_1851_g276,P450_8,0.51,NODE_206_length_2592_cov_68.264556_1_1851_g276,72.9517,1594,0,100,1594,1298,857,0.4537,46,65.3,2155,46.46178922,1.594,29.14792297,
NODE_209_length_2588_cov_51.870450_26_2535_g281,20DD_coca-20110131_3904,0.093,NODE_209_length_2588_cov_51.870450_26_2535_g281,110.9819,2373,0,99.7893,2368,3117,1764,0.4477,43,222.56,4881,105.2343356,2.373,44.34653838,
NODE_231_length_2550_cov_64.318236_435_2441_g311,P450_28,0.098,NODE_231_length_2550_cov_64.318236_435_2441_g311,180.9671,1854,0,99.9461,1853,3687,2530,0.4361,107,213.04,6217,134.0384889,1.854,72.29691958,
NODE_235_length_2543_cov_70.245020_1_2421_g315,P450_14,0.14,NODE_235_length_2543_cov_70.245020_1_2421_g315,195.5453,1986,0,100,1986,3953,3249,0.4596,117,188.85,7202,155.275084,1.986,78.18483584,
NODE_238_length_2539_cov_179.934557_206_2461_g319,20DD_coca-20110131_27652,0.19,NODE_238_length_2539_cov_179.934557_206_2461_g319,485.5835,1995,0,99.7995,1991,9380,8570,0.4705,215,728.08,17950,387.0019102,1.995,193.9859199,
NODE_243_length_2534_cov_296.443822_1766_2522_g325,20DD_coca-20110131_4904,0.004,NODE_243_length_2534_cov_296.443822_1766_2522_g325,17.2412,369,0,99.729,368,68,51,0.4507,16,8.65,119,2.565639405,0.369,6.952952316,
NODE_250_length_2526_cov_13.828319_1_2471_g333,20DD_NODE_6231_length_1113_cov_7.380556,0.28,NODE_250_length_2526_cov_13.828319_1_2471_g333,28.9661,2094,0,99.6657,2087,587,538,0.4627,26,18.38,1125,24.25499437,2.094,11.58309187,
NODE_256_length_2521_cov_19.162781_4_2370_g341,20DD_coca-20110131_11729,0.005,NODE_256_length_2521_cov_19.162781_4_2370_g341,43.3907,2178,0,99.2654,2162,943,809,0.4522,20,52.71,1752,37.77311124,2.178,17.34302628,
NODE_267_length_2502_cov_33.210207_1_2426_g354,EcAOF1_USDA_NODE_2268_length_1622_cov_42.446193,0.01,NODE_267_length_2502_cov_33.210207_1_2426_g354,90.4376,2331,0,99.8713,2328,2171,1739,0.4563,43,133.2,3910,84.29958044,2.331,36.16455617,
NODE_277_length_2483_cov_23.124898_1_2483_g364,P450_38,0.1,NODE_277_length_2483_cov_23.124898_1_2483_g364,33.5848,2064,0,99.9516,2063,708,579,0.4669,19,38.45,1287,27.74771356,2.064,13.44365967,
NODE_280_length_2477_cov_23.692717_14_2477_g367,20DD_coca-20110131_10703,0.11,NODE_280_length_2477_cov_23.692717_14_2477_g367,56.1408,2202,0,100,2202,1251,1040,0.4449,34,55.33,2291,49.39394854,2.202,22.43140261,
NODE_294_length_2455_cov_34.453344_11_2455_g382,P450_39,0.15,NODE_294_length_2455_cov_34.453344_11_2455_g382,70.2179,2134,0,100,2134,1529,1247,0.5118,27,75.52,2776,59.85054611,2.134,28.04617906,
NODE_304_length_2442_cov_16.592777_1_2389_g393,20DD_coca-20110131_14092,0.18,NODE_304_length_2442_cov_16.592777_1_2389_g393,31.143,1986,0,99.9496,1985,652,496,0.4379,17,34.19,1148,24.75087426,1.986,12.46267586,
NODE_310_length_2433_cov_74.155000_7_2402_g399,P450_23,0,NODE_310_length_2433_cov_74.155000_7_2402_g399,266.0797,1518,0,100,1518,3749,3740,0.4469,198,228.92,7489,161.4628025,1.518,106.3654826,
NODE_319_length_2424_cov_36.815558_1_2319_g408,20DD_NODE_3153_length_1468_cov_32.325436,0.17,NODE_319_length_2424_cov_36.815558_1_2319_g408,70.7927,1848,0,98.7013,1824,1297,1127,0.4267,48,63.69,2424,52.26142788,1.848,28.27999344,
NODE_320_length_2423_cov_27.668201_1_2351_g409,P450_2,0.13,NODE_320_length_2423_cov_27.668201_1_2351_g409,50.7672,1761,0,99.7161,1756,876,781,0.4292,45,45.91,1657,35.72491171,1.761,20.28671875,
NODE_328_length_2415_cov_41.219563_14_2353_g417,P450_30,0.074,NODE_328_length_2415_cov_41.219563_14_2353_g417,94.6894,2196,0,99.9545,2195,2098,1756,0.4527,70,79.33,3854,83.09222072,2.196,37.83798758,
NODE_333_length_2412_cov_80.804960_1_1671_g423,20DD_NODE_3246_length_1452_cov_25.390416,0.14,NODE_333_length_2412_cov_80.804960_1_1671_g423,293.0182,1482,0,100,1482,4651,3394,0.451,174,321.77,8045,173.4501598,1.482,117.0378946,
NODE_341_length_2398_cov_8.627484_1_2398_g433,P450_32,0.02,NODE_341_length_2398_cov_8.627484_1_2398_g433,21.5005,2116,0,100,2116,422,421,0.4632,16,18.34,843,18.17507578,2.116,8.589355285,
NODE_351_length_2382_cov_22.057471_1_2331_g443,EcAOC_candidate_4_NODE_379_length_2382_cov_22.065986,0,NODE_351_length_2382_cov_22.057471_1_2331_g443,47.6399,1683,0,99.5247,1675,757,729,0.4425,26,62.06,1486,32.03815257,1.683,19.03633545,
NODE_355_length_2380_cov_129.801023_40_2311_g447,P450_16,0.14,NODE_355_length_2380_cov_129.801023_40_2311_g447,337.9608,1965,0,99.8982,1963,7122,5192,0.4338,276,318.69,12314,265.4897784,1.965,135.109302,
NODE_358_length_2377_cov_27.184727_166_2270_g450,P450_23,0.009,NODE_358_length_2377_cov_27.184727_166_2270_g450,54.5316,1821,0,100,1821,1034,807,0.4063,40,54.75,1841,39.69195079,1.821,21.79678791,
NODE_361_length_2376_cov_11.631242_1_2350_g455,20DD_coca-20110131_7365,0.057,NODE_361_length_2376_cov_11.631242_1_2350_g455,31.1404,1503,0,100,1503,469,400,0.4496,20,24.12,869,18.73563565,1.503,12.46549278,
NODE_367_length_2362_cov_14.326320_1119_2362_g462,20DD_coca-20110131_12600,0.047,NODE_367_length_2362_cov_14.326320_1119_2362_g462,22.5849,913,0,99.6714,910,242,140,0.4651,15,24.81,382,8.235918089,0.913,9.020720799,
NODE_376_length_2350_cov_45.540785_1_1971_g473,struc_cocaine_synthase_AGT56097,0.02,NODE_376_length_2350_cov_45.540785_1_1971_g473,103.9676,1356,0,99.8525,1354,1361,1251,0.4848,75,95.99,2612,56.31470693,1.356,41.53001986,
NODE_379_length_2348_cov_27.618143_29_2348_g477,P450_12,0.057,NODE_379_length_2348_cov_27.618143_29_2348_g477,55.0558,1991,0,98.8448,1968,1130,902,0.4287,24,72.31,2032,43.80990984,1.991,22.0039728,
NODE_401_length_2324_cov_12.934090_1_2271_g503,EcAOF_candidate_8_coca-20110131_1438,0.026,NODE_401_length_2324_cov_12.934090_1_2271_g503,33.9126,1671,0,99.4016,1661,541,509,0.5118,23,33.04,1050,22.63799475,1.671,13.54757316,
NODE_404_length_2322_cov_33.761905_1_1981_g506,struc_EcCHS,5.00E-11,NODE_404_length_2322_cov_33.761905_1_1981_g506,88.6882,1536,0,100,1536,1352,1172,0.4339,67,67.82,2524,54.41742738,1.536,35.42801261,
NODE_424_length_2303_cov_20.047577_1_2303_g529,P450_18,0.057,NODE_424_length_2303_cov_20.047577_1_2303_g529,41.4113,1940,0,100,1940,858,631,0.4564,23,46.13,1489,32.10283255,1.94,16.54785183,
NODE_453_length_2280_cov_21.789052_20_2205_g562,EcAOC_candidate_2_NODE_477_length_2287_cov_125.778616,0.044,NODE_453_length_2280_cov_21.789052_20_2205_g562,48.6104,1758,0,99.3743,1747,901,684,0.5437,33,45.87,1585,34.17259207,1.758,19.43833451,
NODE_455_length_2275_cov_33.434880_35_1694_g564,20DD_Contig_8162,0.038,NODE_455_length_2275_cov_33.434880_35_1694_g564,100.8655,1398,0,100,1398,1416,1197,0.5037,61,98.79,2613,56.33626693,1.398,40.29775889,
NODE_460_length_2271_cov_133.499553_1_2259_g570,20DD_coca-20110131_27652,0.2,NODE_460_length_2271_cov_133.499553_1_2259_g570,172.4617,1958,0,100,1958,3379,2879,0.4497,91,192.99,6258,134.9224487,1.958,68.90829862,
NODE_477_length_2255_cov_18.813681_41_1571_g587,P450_30,0,NODE_477_length_2255_cov_18.813681_41_1571_g587,32.2235,1083,0,100,1083,360,288,0.4978,20,29.63,648,13.97087676,1.083,12.90016321,
NODE_483_length_2248_cov_26.147178_1_2198_g594,20DD_Contig_11356,0.17,NODE_483_length_2248_cov_26.147178_1_2198_g594,42.5641,1833,0,100,1833,861,584,0.4402,24,52.52,1445,31.15419277,1.833,16.99628629,
NODE_492_length_2236_cov_10.522923_1_836_g604,EcAOF_candidate_7_coca-20110131_2982,0.027,NODE_492_length_2236_cov_10.522923_1_836_g604,15.8107,676,0,100,676,108,90,0.4439,12,10.31,198,4.26887901,0.676,6.314909778,
NODE_510_length_2219_cov_18.116651_28_2117_g627,EcAOF1_USDA_NODE_2268_length_1622_cov_42.446193,0.006,NODE_510_length_2219_cov_18.116651_28_2117_g627,48.2483,1917,0,100,1917,986,728,0.4428,37,37.85,1714,36.95383143,1.917,19.27690737,
NODE_517_length_2214_cov_22.171022_15_2091_g635,P450_38,0,NODE_517_length_2214_cov_22.171022_15_2091_g635,81.3052,1671,0,99.5811,1664,1309,1212,0.4712,34,86.77,2521,54.35274739,1.671,32.52707803,
NODE_519_length_2213_cov_41.647706_18_2134_g637,Polyketide_CsOAC_JN679224,0.006,NODE_519_length_2213_cov_41.647706_18_2134_g637,92.7072,1308,0,99.6942,1304,1247,1002,0.4363,50,111.18,2249,48.48842875,1.308,37.07066418,
NODE_528_length_2206_cov_19.216291_1_2121_g647,P450_22,0.06,NODE_528_length_2206_cov_19.216291_1_2121_g647,31.6661,1734,0,100,1734,563,455,0.4331,21,31.92,1018,21.94807491,1.734,12.65748265,
NODE_541_length_2195_cov_21.788159_1_1877_g661,struc_EcCHS,0.021,NODE_541_length_2195_cov_21.788159_1_1877_g661,44.1165,1699,0,100,1699,792,598,0.4516,29,43.3,1390,29.96839305,1.699,17.63884229,
NODE_544_length_2194_cov_13.791300_36_1928_g664,20DD_coca-20110131_14092,0.17,NODE_544_length_2194_cov_13.791300_36_1928_g664,30.4114,1677,0,99.8807,1675,532,413,0.4212,29,17.91,945,20.37419527,1.677,12.14919217,
NODE_545_length_2194_cov_11.838501_64_1634_g665,EcAOC_candidate_4_NODE_379_length_2382_cov_22.065986,0.067,NODE_545_length_2194_cov_11.838501_64_1634_g665,32.8717,1107,0,99.458,1101,350,324,0.4474,20,36.78,674,14.53143663,1.107,13.12686236,
NODE_559_length_2187_cov_27.876509_542_2081_g682,P450_20,0.069,NODE_559_length_2187_cov_27.876509_542_2081_g682,96.9837,1290,0,99.3798,1282,1278,1039,0.4349,91,57.17,2317,49.95450841,1.29,38.72442512,
NODE_565_length_2181_cov_17.080540_1_2121_g689,struc_ornithine_decarboxylase_AEQ02350,0.15,NODE_565_length_2181_cov_17.080540_1_2121_g689,34.3901,1851,0,99.8379,1848,666,520,0.4622,21,32.49,1186,25.57015407,1.851,13.81423775,
NODE_591_length_2161_cov_32.083177_1_2051_g719,struc_EcCHS,1.00E-04,NODE_591_length_2161_cov_32.083177_1_2051_g719,84.6582,1884,0,98.0892,1848,1690,1266,0.5398,42,112.35,2956,63.73134521,1.884,33.82767793,
NODE_600_length_2153_cov_9.534434_55_2007_g729,P450_41,0.076,NODE_600_length_2153_cov_9.534434_55_2007_g729,22.3519,1452,0,99.5868,1446,313,289,0.4378,21,12.9,602,12.97911699,1.452,8.938785805,
NODE_608_length_2147_cov_38.516083_276_2108_g737,20DD_coca-20110131_6396,0.076,NODE_608_length_2147_cov_38.516083_276_2108_g737,115.8828,1374,0,99.8544,1372,1544,1409,0.4747,100,80.14,2953,63.66666523,1.374,46.3367287,
NODE_610_length_2146_cov_52.093232_109_2069_g739,20DD_coca-20110131_6396,0.1,NODE_610_length_2146_cov_52.093232_109_2069_g739,152.0886,1479,0,99.9324,1478,2326,1847,0.44,104,138.29,4173,89.96985913,1.479,60.83154775,
NODE_628_length_2133_cov_15.588571_292_2105_g759,P450_44,1.00E-24,NODE_628_length_2133_cov_15.588571_292_2105_g759,36.1146,1614,0,100,1614,599,482,0.458,25,33.19,1081,23.30635459,1.614,14.44012057,
NODE_632_length_2128_cov_14.993795_13_2081_g764,P450_10,0.057,NODE_632_length_2128_cov_14.993795_13_2081_g764,34.022,1545,0,99.3528,1535,529,447,0.4731,32,18.9,976,21.04255512,1.545,13.61977678,
NODE_635_length_2125_cov_39.535373_108_2098_g767,P450_30,0.15,NODE_635_length_2125_cov_39.535373_108_2098_g767,102.9522,1548,0,99.7416,1544,1655,1300,0.4734,66,90.87,2955,63.70978522,1.548,41.156192,
NODE_671_length_2103_cov_321.935749_15_1919_g804,P450_22,0,NODE_671_length_2103_cov_321.935749_15_1919_g804,1000.3938,1488,0,100,1488,15528,12149,0.4745,687,1123.36,27677,596.7159816,1.488,401.0188048,
NODE_674_length_2103_cov_15.107246_1_1905_g807,EcAOF1_USDA_NODE_2268_length_1622_cov_42.446193,1.00E-07,NODE_674_length_2103_cov_15.107246_1_1905_g807,34.9816,1795,0,99.9443,1794,688,476,0.4272,25,30.22,1164,25.09583418,1.795,13.98096612,
NODE_702_length_2083_cov_21.062927_1_1560_g836,struc_cocaine_synthase_AGT56097,8.00E-16,NODE_702_length_2083_cov_21.062927_1_1560_g836,55.1111,1350,0,100,1350,849,531,0.4733,41,47.13,1380,29.7527931,1.35,22.039106,
NODE_709_length_2079_cov_75.688172_356_2079_g844,P450_33,9.00E-23,NODE_709_length_2079_cov_75.688172_356_2079_g844,189.8228,1512,0,100,1512,3085,2232,0.5042,111,224.83,5317,114.6344934,1.512,75.81646389,
NODE_715_length_2078_cov_15.663081_38_1927_g850,P450_24,0.12,NODE_715_length_2078_cov_15.663081_38_1927_g850,31.2929,1260,0,97.7778,1232,387,344,0.4675,26,20.8,731,15.76035634,1.26,12.50821932,
NODE_721_length_2075_cov_18.192948_1_2075_g855,struc_EcSPMT,0.15,NODE_721_length_2075_cov_18.192948_1_2075_g855,39.5515,1679,0,99.8809,1677,726,504,0.4352,31,27.38,1230,26.51879385,1.679,15.79439777,
NODE_739_length_2068_cov_37.711057_34_2021_g873,P450_27,1.00E-24,NODE_739_length_2068_cov_37.711057_34_2021_g873,61.1651,1611,0,99.3793,1601,1023,803,0.5001,30,62.83,1826,39.36855087,1.611,24.4373376,
NODE_740_length_2068_cov_34.261916_1_1991_g874,EcAOF1_USDA_NODE_2268_length_1622_cov_42.446193,0.056,NODE_740_length_2068_cov_34.261916_1_1991_g874,60.9058,1731,0,99.8267,1728,1307,647,0.4512,29,89.42,1954,42.12823023,1.731,24.33751024,
NODE_746_length_2065_cov_17.366634_46_2050_g880,20DD_coca-20110131_3935,0.18,NODE_746_length_2065_cov_17.366634_46_2050_g880,31.4685,1524,0,100,1524,464,427,0.4883,25,28.61,891,19.20995554,1.524,12.60495771,
NODE_762_length_2056_cov_47.747899_1_1963_g897,P450_34,3.00E-20,NODE_762_length_2056_cov_47.747899_1_1963_g897,112.0869,1324,0,99.8489,1322,1478,1273,0.44,57,159.71,2751,59.31154624,1.324,44.79724036,
NODE_770_length_2052_cov_37.765230_1_631_g906,P450_3,0.016,NODE_770_length_2052_cov_37.765230_1_631_g906,222.0408,294,0,100,294,537,673,0.5053,255,94.05,1210,26.08759395,0.294,88.73331275,
NODE_773_length_2051_cov_11.376611_1_1305_g910,P450_7,7.00E-33,NODE_773_length_2051_cov_11.376611_1_1305_g910,27.0686,846,0,99.2908,840,253,172,0.4135,21,22.97,425,9.162997874,0.846,10.83096675,
NODE_798_length_2041_cov_26.997012_8_2041_g937,P450_18,0.1,NODE_798_length_2041_cov_26.997012_8_2041_g937,63.7889,1724,0,99.942,1723,1045,992,0.4415,52,47.32,2037,43.91770981,1.724,25.47430964,
NODE_814_length_2032_cov_17.186093_1_2032_g955,struc_ornithine_decarboxylase_AEQ02350,0.12,NODE_814_length_2032_cov_17.186093_1_2032_g955,42.0032,1902,0,100,1902,824,656,0.4811,19,61.61,1480,31.9087926,1.902,16.77644195,
NODE_818_length_2030_cov_19.839760_1_1939_g959,P450_12,2.00E-15,NODE_818_length_2030_cov_19.839760_1_1939_g959,29.3031,1468,0,99.8638,1466,436,363,0.4176,24,21.48,799,17.226436,1.468,11.73462943,
NODE_827_length_2026_cov_25.826392_1_2026_g968,20DD_coca-20110131_1706,0.03,NODE_827_length_2026_cov_25.826392_1_2026_g968,60.3294,1630,0,100,1630,970,852,0.4254,48,63.82,1822,39.28231089,1.63,24.09957723,
NODE_834_length_2024_cov_13.510799_256_2006_g975,P450_33,2.00E-30,NODE_834_length_2024_cov_13.510799_256_2006_g975,41.0632,1518,0,100,1518,591,566,0.4541,35,25.85,1157,24.94491421,1.518,16.43274981,
NODE_850_length_2015_cov_47.342583_5_1851_g993,20DD_ABK94665.1,0.12,NODE_850_length_2015_cov_47.342583_5_1851_g993,129.5875,1629,0,99.8772,1627,2167,1744,0.4558,104,110.91,3911,84.32114044,1.629,51.76251715,
NODE_865_length_2010_cov_151.023268_3_1861_g1009,P450_40,0,NODE_865_length_2010_cov_151.023268_3_1861_g1009,376.7967,1530,0,98.9542,1514,6467,4222,0.467,248,331.06,10689,230.4547865,1.53,150.6240435,
NODE_866_length_2010_cov_36.992919_1_1721_g1010,P450_8,6.00E-24,NODE_866_length_2010_cov_36.992919_1_1721_g1010,83.196,1449,0,100,1449,1371,865,0.4714,55,82.25,2236,48.20814882,1.449,33.26994397,
NODE_875_length_2007_cov_37.500000_186_1728_g1021,Polyketide_NODE_11256_length_732_cov_72.616595,0.22,NODE_875_length_2007_cov_37.500000_186_1728_g1021,75.2815,1311,0,99.9237,1310,1046,783,0.4415,64,48.9,1829,39.43323085,1.311,30.07874207,
NODE_901_length_1999_cov_17.503561_2_1292_g1049,P450_42,0.039,NODE_901_length_1999_cov_17.503561_2_1292_g1049,35.6502,1095,0,100,1095,450,274,0.4313,25,29.61,724,15.60943638,1.095,14.25519304,
NODE_903_length_1999_cov_11.842828_1_1891_g1052,20DD_coca-20110131_14092,0.068,NODE_903_length_1999_cov_11.842828_1_1891_g1052,36.7436,975,0,99.7949,973,386,279,0.437,21,31.66,665,14.33739667,0.975,14.70502223,
NODE_921_length_1989_cov_22.073620_160_1891_g1073,P450_38,8.00E-09,NODE_921_length_1989_cov_22.073620_160_1891_g1073,60.2032,1575,0,99.4286,1566,979,779,0.5128,34,63.94,1758,37.90247121,1.575,24.06506108,
NODE_927_length_1988_cov_25.892583_41_1905_g1079,P450_9,9.00E-30,NODE_927_length_1988_cov_25.892583_41_1905_g1079,66.9095,1635,0,99.0826,1620,1127,905,0.4539,46,54.72,2032,43.80990984,1.635,26.79505189,
NODE_938_length_1983_cov_37.385641_233_1921_g1091,P450_42,0,NODE_938_length_1983_cov_37.385641_233_1921_g1091,99.5177,1524,0,99.8688,1522,1549,1263,0.4529,72,92.48,2812,60.62670593,1.524,39.78130311,
NODE_954_length_1976_cov_39.100875_1_1931_g1108,P450_30,0.029,NODE_954_length_1976_cov_39.100875_1_1931_g1108,97.6842,1653,0,99.9395,1652,1692,1299,0.4315,28,143.52,2991,64.48594504,1.653,39.011461,
NODE_967_length_1968_cov_17.093023_1_1945_g1121,20DD_Contig_1266,0.023,NODE_967_length_1968_cov_17.093023_1_1945_g1121,37.5721,1505,0,99.8007,1502,568,480,0.4557,28,27.48,1048,22.59487476,1.505,15.01320582,
NODE_972_length_1966_cov_426.585618_376_1846_g1126,20DD_NODE_3153_length_1468_cov_32.325436,0.076,NODE_972_length_1966_cov_426.585618_376_1846_g1126,989.2146,1053,0,100,1053,5037,14301,0.4778,153,1235.97,19338,416.9271833,1.053,395.9422443,
NODE_973_length_1966_cov_38.272633_46_1966_g1127,P450_41,0,NODE_973_length_1966_cov_38.272633_46_1966_g1127,90.6333,1680,0,99.5238,1672,1519,1303,0.4541,63,92.17,2822,60.84230588,1.68,36.21565826,
