ID,hit,evalue,#ID,Avg_fold,Length,Ref_GC,Covered_percent,Covered_bases,Plus_reads,Minus_reads,Read_GC,Median_fold,Std_Dev,summed reads,reads/per million (RPM),lenfth of gene in KB (K),RPKM,29982270
NODE_145_length_2135_cov_15.231208_1_1509_g164,P450_8,0.017,NODE_145_length_2135_cov_15.231208_1_1509_g164,43.0213,1313,0,99.9238,1312,543,521,0.4639,32,33.99,1064,35.48763986,1.313,27.02790545,
NODE_159_length_2057_cov_35.393775_90_2057_g182,P450_28,0.096,NODE_159_length_2057_cov_35.393775_90_2057_g182,84.6814,1861,0,100,1861,1771,1216,0.4462,53,91.32,2987,99.62554536,1.861,53.5333398,
NODE_164_length_2049_cov_11.373016_1_2049_g187,20DD_Contig_8162,0.11,NODE_164_length_2049_cov_11.373016_1_2049_g187,30.9809,1100,0,100,1100,273,368,0.4666,22,24.21,641,21.37930183,1.1,19.43572894,
NODE_183_length_2012_cov_43.924709_396_2012_g206,EcAOC_candidate_3_NODE_287_length_2514_cov_36.770254,0,NODE_183_length_2012_cov_43.924709_396_2012_g206,135.458,1548,0,99.9354,1547,2021,1954,0.4939,106,99.6,3975,132.5783538,1.548,85.6449314,
NODE_185_length_2007_cov_34.611955_1_1610_g208,struc_cocaine_synthase_AGT56097,2.00E-66,NODE_185_length_2007_cov_34.611955_1_1610_g208,92.5638,1394,0,99.9283,1393,1275,1131,0.4303,55,121.93,2406,80.24742623,1.394,57.56630289,
NODE_187_length_2000_cov_34.400102_167_2000_g210,struc_EcCHS,0.14,NODE_187_length_2000_cov_34.400102_167_2000_g210,111.801,1357,0,99.9263,1356,1427,1418,0.5035,63,110.95,2845,94.88941298,1.357,69.92587544,
NODE_194_length_1994_cov_72.863335_1_1811_g217,20DD_ABK94665.1,0.18,NODE_194_length_1994_cov_72.863335_1_1811_g217,214.9202,1629,0,99.8772,1627,3278,3246,0.4563,188,158.71,6524,217.5952655,1.629,133.5759763,
NODE_197_length_1991_cov_11.306946_1_1959_g220,struc_cocaine_synthase_AGT56097,0.076,NODE_197_length_1991_cov_11.306946_1_1959_g220,31.7681,1820,0,99.9451,1819,575,525,0.4405,24,23.41,1100,36.68834948,1.82,20.15843378,
NODE_198_length_1990_cov_318.529893_1_701_g221,P450_33,0.004,NODE_198_length_1990_cov_318.529893_1_701_g221,382.3054,501,0,99.6008,499,2388,1193,0.461,320,214.74,3581,119.4372541,0.501,238.3977127,
NODE_198_length_1990_cov_318.529893_936_1990_g222,P450_33,0.002,NODE_198_length_1990_cov_318.529893_936_1990_g222,544.2331,828,0,100,828,4425,3977,0.4805,523,239.67,8402,280.2322839,0.828,338.4447874,
NODE_208_length_1975_cov_13.422760_1_1764_g232,P450_1,0.011,NODE_208_length_1975_cov_13.422760_1_1764_g232,37.7894,1638,0,100,1638,621,549,0.4566,26,29.74,1170,39.02306263,1.638,23.82360356,
NODE_210_length_1972_cov_10.945333_1_1972_g234,P450_23,0.24,NODE_210_length_1972_cov_10.945333_1_1972_g234,28.6705,1921,0,99.6356,1914,508,536,0.4371,23,25.16,1044,34.82057896,1.921,18.12627744,
NODE_215_length_1957_cov_18.033264_1_1957_g239,20DD_Contig_1266,0.02,NODE_215_length_1957_cov_18.033264_1_1957_g239,47.8743,1679,0,99.7618,1675,815,707,0.4533,34,43.23,1522,50.76333446,1.679,30.2342671,
NODE_223_length_1942_cov_53.390781_116_1866_g247,20DD_Contig_11356,0.34,NODE_223_length_1942_cov_53.390781_116_1866_g247,145.8204,1665,0,99.6997,1660,2455,2074,0.4618,87,184.13,4529,151.0559407,1.665,90.72428873,
NODE_226_length_1936_cov_25.466632_69_1880_g250,P450_30,0.093,NODE_226_length_1936_cov_25.466632_69_1880_g250,74.5652,1548,0,99.4832,1540,1119,1045,0.4507,72,41.4,2164,72.17598934,1.548,46.62531611,
NODE_231_length_1931_cov_82.781349_85_1861_g255,20DD_coca-20110131_11584,0.051,NODE_231_length_1931_cov_82.781349_85_1861_g255,237.2911,1611,0,99.9379,1610,3825,3326,0.4861,164,194.22,7151,238.5076247,1.611,148.0494256,
NODE_234_length_1928_cov_9.068602_1_1871_g258,20DD_coca-20110131_1706,0.066,NODE_234_length_1928_cov_9.068602_1_1871_g258,28.0838,1743,0,99.7705,1739,485,444,0.4806,20,19.84,929,30.98497879,1.743,17.7768094,
NODE_241_length_1922_cov_34.266808_336_1745_g265,P450_30,0.046,NODE_241_length_1922_cov_34.266808_336_1745_g265,82.7757,1101,0,100,1101,933,799,0.4673,64,63.21,1732,57.76747391,1.101,52.46818702,
NODE_250_length_1916_cov_22.380775_27_1916_g274,20DD_coca-20110131_3904,0.065,NODE_250_length_1916_cov_22.380775_27_1916_g274,57.3786,1759,0,100,1759,1023,871,0.4413,41,53.01,1894,63.1706672,1.759,35.91282956,
NODE_258_length_1906_cov_22.416444_1_1820_g282,20DD_Contig_5938,0.046,NODE_258_length_1906_cov_22.416444_1_1820_g282,51.73,1274,0,97.3312,1240,563,681,0.4992,53,27.15,1244,41.49118796,1.274,32.56765146,
NODE_267_length_1896_cov_73.352120_126_1829_g291,P450_35,0.06,NODE_267_length_1896_cov_73.352120_126_1829_g291,213.493,1422,0,100,1422,3319,2344,0.4467,154,166.83,5663,188.8782937,1.422,132.8258043,
NODE_271_length_1887_cov_74.343581_28_1855_g295,20DD_coca-20110131_11729,0.006,NODE_271_length_1887_cov_74.343581_28_1855_g295,187.3065,1530,0,99.9346,1529,3192,2195,0.426,133,164.75,5387,179.6728533,1.53,117.4332375,
NODE_287_length_1865_cov_33.084061_129_1816_g311,P450_37,0,NODE_287_length_1865_cov_33.084061_129_1816_g311,95.1897,1587,0,99.874,1585,1476,1353,0.4682,50,129.02,2829,94.35576426,1.587,59.45542801,
NODE_289_length_1864_cov_22.602949_2_1470_g313,P450_16,0,NODE_289_length_1864_cov_22.602949_2_1470_g313,71.0178,1293,0,100,1293,958,765,0.5102,52,58.71,1723,57.46729651,1.293,44.44493156,
NODE_290_length_1860_cov_18.432950_1_1802_g314,20DD_NODE_3028_length_1489_cov_23.482830,0.3,NODE_290_length_1860_cov_18.432950_1_1802_g314,52.2217,1660,0,100,1660,831,819,0.4399,45,37.51,1650,55.03252422,1.66,33.15212303,
NODE_296_length_1848_cov_84.743802_205_1801_g320,P450_10,5.00E-23,NODE_296_length_1848_cov_84.743802_205_1801_g320,257.8395,1551,0,99.8066,1548,3744,3697,0.4344,189,205.85,7441,248.1800077,1.551,160.0128999,
NODE_297_length_1848_cov_25.542149_192_1848_g321,P450_10,5.00E-24,NODE_297_length_1848_cov_25.542149_192_1848_g321,73.6194,1574,0,100,1574,1211,959,0.4574,64,46.24,2170,72.37610761,1.574,45.9822793,
NODE_298_length_1848_cov_21.310744_1_1682_g322,P450_2,0.11,NODE_298_length_1848_cov_21.310744_1_1682_g322,59.5048,1577,0,99.8732,1575,900,866,0.4328,40,44.23,1766,58.90147744,1.577,37.35033446,
NODE_303_length_1839_cov_93.889258_1_1827_g327,P450_10,0,NODE_303_length_1839_cov_93.889258_1_1827_g327,276.6175,1493,0,100,1493,4163,3529,0.4562,165,353.22,7692,256.551622,1.493,171.8363175,
NODE_309_length_1833_cov_18.382778_1_1833_g333,Polyketide_NODE_11256_length_732_cov_72.616595,0.91,NODE_309_length_1833_cov_18.382778_1_1833_g333,42.5132,1551,0,99.9355,1550,761,475,0.4541,25,51.8,1236,41.2243636,1.551,26.57921573,
NODE_312_length_1827_cov_56.869565_56_1790_g336,20DD_NODE_3246_length_1452_cov_25.390416,0.17,NODE_312_length_1827_cov_56.869565_56_1790_g336,129.4878,1476,0,100,1476,1413,2161,0.477,62,182.83,3574,119.2037828,1.476,80.76137044,
NODE_318_length_1813_cov_30.926404_101_1813_g342,P450_29,0.098,NODE_318_length_1813_cov_30.926404_101_1813_g342,79.1626,1421,0,100,1421,1242,867,0.4371,38,82.61,2109,70.34157187,1.421,49.50145804,
NODE_320_length_1813_cov_21.075843_1_1725_g344,P450_45,0,NODE_320_length_1813_cov_21.075843_1_1725_g344,56.4321,1518,0,100,1518,856,748,0.4771,39,40.33,1604,53.49828415,1.518,35.24261143,
NODE_323_length_1808_cov_49.865352_24_1808_g347,P450_19,0,NODE_323_length_1808_cov_49.865352_24_1808_g347,132.0514,1537,0,100,1537,2031,1751,0.4381,110,99.04,3782,126.1412161,1.537,82.06975675,
NODE_325_length_1805_cov_14.697517_1_1805_g349,20DD_coca-20110131_1706,0.03,NODE_325_length_1805_cov_14.697517_1_1805_g349,45.1095,1607,0,99.9378,1606,868,613,0.4584,37,32.96,1481,49.39585962,1.607,30.7379338,
NODE_327_length_1804_cov_6.538114_75_1742_g351,20DD_coca-20110131_3904,0.098,NODE_327_length_1804_cov_6.538114_75_1742_g351,23.2405,1401,0,99.8572,1399,295,329,0.4554,20,14.85,624,20.81230007,1.401,14.85531768,
NODE_339_length_1793_cov_36.986932_1_1793_g363,P450_19,0.018,NODE_339_length_1793_cov_36.986932_1_1793_g363,92.159,1604,0,99.813,1601,1578,1224,0.454,39,114.11,2802,93.45523204,1.604,58.26386038,
NODE_341_length_1792_cov_130.316089_1_1651_g365,P450_35,0,NODE_341_length_1792_cov_130.316089_1_1651_g365,407.1767,1347,0,100,1347,4845,5363,0.4573,216,531.21,10208,340.4678832,1.347,252.7601211,
NODE_348_length_1787_cov_24.539909_1_1787_g372,EcAOF1_USDA_NODE_2268_length_1622_cov_42.446193,2.00E-05,NODE_348_length_1787_cov_24.539909_1_1787_g372,62.026,1654,0,100,1654,1054,879,0.4874,53,42.63,1933,64.47143595,1.654,38.97910275,
NODE_349_length_1787_cov_12.700114_139_1787_g373,P450_23,0.17,NODE_349_length_1787_cov_12.700114_139_1787_g373,36.8993,1569,0,100,1569,579,508,0.4579,29,25.6,1087,36.2547599,1.569,23.10692154,
NODE_352_length_1786_cov_25.082715_39_1786_g376,P450_13,0,NODE_352_length_1786_cov_25.082715_39_1786_g376,70.5519,1551,0,100,1551,1249,964,0.5413,54,59.53,2213,73.81028855,1.551,47.58883852,
NODE_354_length_1782_cov_43.665143_106_1735_g378,struc_cocaine_synthase_AGT56097,9.00E-11,NODE_354_length_1782_cov_43.665143_106_1735_g378,138.1601,1293,0,100,1293,1625,1712,0.4552,119,86.76,3337,111.2991111,1.293,86.07819885,
NODE_361_length_1777_cov_49.771789_104_1651_g386,P450_36,2.00E-12,NODE_361_length_1777_cov_49.771789_104_1651_g386,141.6435,1467,0,100,1467,2018,1861,0.4987,134,77.95,3879,129.3764615,1.467,88.19118029,
NODE_369_length_1768_cov_91.726225_27_1716_g394,20DD_coca-20110131_6396,0.35,NODE_369_length_1768_cov_91.726225_27_1716_g394,247.8125,1317,0,100,1317,3161,2955,0.4316,177,177.41,6116,203.9872231,1.317,154.8877928,
NODE_373_length_1763_cov_27.017898_191_1642_g398,P450_6,0.047,NODE_373_length_1763_cov_27.017898_191_1642_g398,81.9292,1272,0,98.7421,1256,1228,716,0.4327,54,85.84,1944,64.83831945,1.272,50.97352158,
NODE_377_length_1761_cov_22.244213_1_1681_g402,20DD_coca-20110131_6396,0.2,NODE_377_length_1761_cov_22.244213_1_1681_g402,64.2787,1374,0,99.9272,1373,858,797,0.4895,54,37.77,1655,55.19928945,1.374,40.17415535,
NODE_378_length_1760_cov_22.072959_1_1641_g403,P450_24,0,NODE_378_length_1760_cov_22.072959_1_1641_g403,67.337,1371,0,99.6353,1366,966,767,0.4229,43,70.08,1733,57.80082696,1.371,42.1596112,
NODE_379_length_1760_cov_17.296468_5_1729_g404,20DD_coca-20110131_11584,0.012,NODE_379_length_1760_cov_17.296468_5_1729_g404,49.0325,1599,0,98.7492,1579,736,728,0.4572,33,64.53,1464,48.82885785,1.599,30.53712186,
NODE_382_length_1757_cov_20.497100_66_1547_g407,P450_22,0.22,NODE_382_length_1757_cov_20.497100_66_1547_g407,61.1007,1350,0,99.9259,1349,842,744,0.4569,50,41.32,1586,52.89792934,1.35,39.18365137,
NODE_384_length_1756_cov_36.353453_43_1746_g409,P450_43,0,NODE_384_length_1756_cov_36.353453_43_1746_g409,99.2131,1530,0,99.8693,1528,1430,1410,0.4409,89,87.91,2840,94.72264775,1.53,61.91022729,
NODE_389_length_1751_cov_7.387078_1_1751_g415,P450_19,2.4,NODE_389_length_1751_cov_7.387078_1_1751_g415,24.3786,1751,0,100,1751,425,381,0.4842,16,26.76,806,26.88255426,1.751,15.35268661,
NODE_392_length_1749_cov_18.900932_1_1657_g418,P450_11,0,NODE_392_length_1749_cov_18.900932_1_1657_g418,48.0653,1408,0,99.5028,1401,733,539,0.4575,41,33.48,1272,42.42507322,1.408,30.13144405,
NODE_393_length_1749_cov_18.486014_276_1109_g419,20DD_NODE_3560_length_1408_cov_14.756364,0.029,NODE_393_length_1749_cov_18.486014_276_1109_g419,74.8324,543,0,99.0792,538,370,389,0.4494,72,39.05,759,25.31496114,0.543,46.62055459,
NODE_417_length_1724_cov_42.624483_1_1724_g444,20DD_Contig_8162,0.034,NODE_417_length_1724_cov_42.624483_1_1724_g444,140.4176,1384,0,100,1384,1925,1739,0.5387,91,140.01,3664,122.2055568,1.384,88.29881273,
NODE_419_length_1721_cov_43.008294_22_1721_g446,P450_29,0,NODE_419_length_1721_cov_43.008294_22_1721_g446,127.8139,1515,0,100,1515,1984,1649,0.4885,94,111.16,3633,121.1716124,1.515,79.98126233,
NODE_421_length_1721_cov_8.236967_1_1628_g448,P450_18,0.092,NODE_421_length_1721_cov_8.236967_1_1628_g448,28.0706,1161,0,100,1161,371,272,0.4407,20,20.71,643,21.44600792,1.161,18.47201372,
NODE_430_length_1703_cov_17.917365_1_1703_g457,P450_16,0.059,NODE_430_length_1703_cov_17.917365_1_1703_g457,46.8317,1289,0,99.2242,1279,608,543,0.4456,47,32.12,1151,38.38935478,1.289,29.78227678,
NODE_441_length_1695_cov_19.132371_23_1488_g468,Polyketide_NODE_11256_length_732_cov_72.616595,0.16,NODE_441_length_1695_cov_19.132371_23_1488_g468,40.7665,1122,0,100,1122,509,355,0.4246,32,33.98,864,28.81703087,1.122,25.68362822,
NODE_449_length_1688_cov_13.610876_1_1616_g476,P450_42,0.004,NODE_449_length_1688_cov_13.610876_1_1616_g476,37.2233,1254,0,99.6013,1249,421,457,0.4323,32,24.45,878,29.2839735,1.254,23.35245095,
NODE_450_length_1688_cov_7.268882_1_1620_g477,P450_38,3.00E-04,NODE_450_length_1688_cov_7.268882_1_1620_g477,18.2403,1136,0,99.2958,1128,209,182,0.4221,17,11.08,391,13.04104059,1.136,11.47978925,
NODE_455_length_1684_cov_15.514839_1_1684_g482,20DD_NODE_3246_length_1452_cov_25.390416,0.18,NODE_455_length_1684_cov_15.514839_1_1684_g482,42.8017,1387,0,100,1387,574,540,0.4374,30,33.76,1114,37.15529211,1.387,26.78824233,
NODE_456_length_1684_cov_8.207147_1_1484_g483,20DD_Contig_9617,8.00E-05,NODE_456_length_1684_cov_8.207147_1_1484_g483,21.2099,1472,0,99.7283,1468,338,253,0.4553,14,18.41,591,19.71164958,1.472,13.39106629,
NODE_464_length_1676_cov_47.017651_46_1610_g492,20DD_coca-20110131_11729,0.14,NODE_464_length_1676_cov_47.017651_46_1610_g492,175.9877,1134,0,99.4709,1128,2030,1702,0.4787,163,99.32,3732,124.4735639,1.134,109.7650475,
NODE_469_length_1672_cov_24.106162_46_1634_g497,struc_cocaine_synthase_AGT56097,2.00E-26,NODE_469_length_1672_cov_24.106162_46_1634_g497,74.3202,1296,0,98.8426,1281,923,921,0.5143,48,77.16,1844,61.50301495,1.296,47.45603005,
NODE_489_length_1654_cov_17.988896_1_1591_g518,P450_33,0.008,NODE_489_length_1654_cov_17.988896_1_1591_g518,46.2163,1077,0,100,1077,462,467,0.4231,40,27.1,929,30.98497879,1.077,28.76971104,
NODE_502_length_1643_cov_33.500621_36_1627_g532,P450_22,0,NODE_502_length_1643_cov_33.500621_36_1627_g532,91.1954,1515,0,99.934,1514,1258,1323,0.4787,84,55.17,2581,86.0842091,1.515,56.82126013,
NODE_514_length_1636_cov_22.648160_6_1568_g545,P450_8,4.00E-20,NODE_514_length_1636_cov_22.648160_6_1568_g545,55.2717,1362,0,99.8532,1360,853,564,0.4432,40,53.15,1417,47.26126474,1.362,34.69990069,
NODE_518_length_1635_cov_12.585518_14_1431_g549,struc_cocaine_synthase_AGT56097,0.006,NODE_518_length_1635_cov_12.585518_14_1431_g549,40.1304,1212,0,99.2574,1203,516,400,0.4286,31,28.3,916,30.5513892,1.212,25.20741684,
NODE_519_length_1632_cov_42.066291_92_1561_g550,struc_cocaine_synthase_AGT56097,4.00E-23,NODE_519_length_1632_cov_42.066291_92_1561_g550,120.5602,1371,0,99.8541,1369,1664,1430,0.5299,114,58.88,3094,103.1943212,1.371,75.26938087,
NODE_530_length_1625_cov_17.037688_22_1543_g561,20DD_Contig_6853,0.22,NODE_530_length_1625_cov_17.037688_22_1543_g561,49.7496,1350,0,99.037,1337,729,562,0.4462,40,40,1291,43.05878107,1.35,31.89539339,
NODE_536_length_1615_cov_60.517699_1_1521_g567,P450_3,0,NODE_536_length_1615_cov_60.517699_1_1521_g567,169.336,1494,0,99.9331,1493,2712,2013,0.4458,150,114.46,4725,157.5931375,1.494,105.4840278,
NODE_543_length_1608_cov_15.155556_1_1572_g574,P450_27,0.065,NODE_543_length_1608_cov_15.155556_1_1572_g574,40.9043,1244,0,100,1244,544,409,0.447,27,36.71,953,31.78545187,1.244,25.55100633,
NODE_562_length_1596_cov_20.125400_142_1580_g593,P450_35,0.2,NODE_562_length_1596_cov_20.125400_142_1580_g593,63.2914,1311,0,99.9237,1310,831,721,0.4245,48,46.85,1552,51.76392581,1.311,39.48430649,
NODE_574_length_1584_cov_22.627337_1_1531_g607,20DD_coca-20110131_14092,0.13,NODE_574_length_1584_cov_22.627337_1_1531_g607,66.3992,1305,0,99.1571,1294,847,797,0.4595,48,59.8,1644,54.83240595,1.305,42.01716931,
