ID,hit,evalue,#ID,Avg_fold,Length,Ref_GC,Covered_percent,Covered_bases,Plus_reads,Minus_reads,Read_GC,Median_fold,Std_Dev,summed reads,reads/per million (RPM),lenfth of gene in KB (K),RPKM,41303704
NODE_903_length_1681_cov_10.337985_1_1611_g970,P450_31,0.043,NODE_903_length_1681_cov_10.337985_1_1611_g970,31.4272,1215,0,99.2593,1206,466,355,0.4414,19,29.92,821,19.87715386,1.215,16.35979742,
NODE_915_length_1677_cov_32.948905_1_1576_g982,P450_41,0,NODE_915_length_1677_cov_32.948905_1_1576_g982,88.1824,1557,0,99.8715,1555,1431,1140,0.4453,40,121.16,2571,62.24623944,1.557,39.97831692,
NODE_985_length_1649_cov_27.246906_1_1531_g1054,struc_cocaine_synthase_AGT56097,1.00E-60,NODE_985_length_1649_cov_27.246906_1_1531_g1054,67.5731,1218,0,99.9179,1217,1022,540,0.4405,28,83.66,1562,37.81743524,1.218,31.04879741,
NODE_994_length_1646_cov_12.399256_1_1646_g1063,P450_9,0,NODE_994_length_1646_cov_12.399256_1_1646_g1063,32.8277,1439,0,99.9305,1438,492,414,0.4595,27,24.18,906,21.93508088,1.439,15.24328066,
NODE_1012_length_1640_cov_14.042937_338_1640_g1079,20DD_Contig_9617,7.00E-05,NODE_1012_length_1640_cov_14.042937_338_1640_g1079,35.55,1291,0,98.993,1278,473,392,0.4579,22,49.53,865,20.94243373,1.291,16.22186966,
NODE_1017_length_1639_cov_21.009340_1_1624_g1084,P450_23,0.007,NODE_1017_length_1639_cov_21.009340_1_1624_g1084,47.3847,1297,0,100,1297,626,537,0.4036,39,28.27,1163,28.15728373,1.297,21.70954798,
NODE_1021_length_1638_cov_11.485981_8_1546_g1089,20DD_Contig_5938,0.066,NODE_1021_length_1638_cov_11.485981_8_1546_g1089,30.8679,1287,0,99.5338,1281,403,366,0.4719,14,50.16,769,18.61818675,1.287,14.46634557,
NODE_1024_length_1637_cov_7.665212_1_1554_g1092,20DD_coca-20110131_10703,0.019,NODE_1024_length_1637_cov_7.665212_1_1554_g1092,23.5941,1116,0,99.9104,1115,257,325,0.538,18,16.75,582,14.09074732,1.116,12.62611767,
NODE_1026_length_1636_cov_12.861510_1_1571_g1094,20DD_coca-20110131_27652,0.004,NODE_1026_length_1636_cov_12.861510_1_1571_g1094,24.9918,1221,0,99.5905,1216,290,295,0.428,20,20.55,585,14.16338004,1.221,11.59981985,
NODE_1038_length_1632_cov_15.772358_1_1000_g1106,EcAOF_candidate_8_coca-20110131_1438,0.048,NODE_1038_length_1632_cov_15.772358_1_1000_g1106,42.4169,830,0,100,830,374,288,0.4383,34,25.8,662,16.0276198,0.83,19.3103853,
NODE_1053_length_1628_cov_7.631975_1_1628_g1120,struc_EcSABATH1,0.076,NODE_1053_length_1628_cov_7.631975_1_1628_g1120,20.61,1628,0,100,1628,382,324,0.4664,15,21.15,706,17.09289967,1.628,10.49932412,
NODE_1064_length_1622_cov_9.212083_1_1460_g1131,P450_24,0.14,NODE_1064_length_1622_cov_9.212083_1_1460_g1131,21.0114,1225,0,99.5918,1220,288,218,0.4622,20,10.8,506,12.25071846,1.225,10.0005865,
NODE_1072_length_1618_cov_58.972871_1_1568_g1139,P450_13,0,NODE_1072_length_1618_cov_58.972871_1_1568_g1139,163.1881,1398,0,99.8569,1396,2615,1930,0.5388,145,116.4,4545,110.038568,1.398,78.71142201,
NODE_1080_length_1615_cov_13.171934_27_1615_g1146,P450_2,0.048,NODE_1080_length_1615_cov_13.171934_27_1615_g1146,36.0442,1358,0,100,1358,607,407,0.4384,34,20.61,1014,24.54985873,1.358,18.07795194,
NODE_1127_length_1593_cov_31.810256_1_1593_g1194,P450_29,0.055,NODE_1127_length_1593_cov_31.810256_1_1593_g1194,79.106,1538,0,100,1538,1343,982,0.4455,34,87.91,2325,56.29035655,1.538,36.59971167,
NODE_1135_length_1588_cov_15.816720_19_1476_g1202,P450_8,3.00E-24,NODE_1135_length_1588_cov_15.816720_19_1476_g1202,41.6783,1287,0,98.3683,1266,573,474,0.4757,23,55.37,1047,25.34881863,1.287,19.69605177,
NODE_1142_length_1585_cov_60.382732_85_1491_g1209,P450_44,0.029,NODE_1142_length_1585_cov_60.382732_85_1491_g1209,160.4058,1200,0,100,1200,1960,1662,0.4919,138,109.99,3622,87.69190169,1.2,73.07658475,
NODE_1148_length_1582_cov_18.219496_151_1531_g1215,EcAOF_candidate_7_coca-20110131_2982,0.003,NODE_1148_length_1582_cov_18.219496_151_1531_g1215,43.6164,1233,0,99.3512,1225,589,435,0.4418,36,41.17,1024,24.79196779,1.233,20.10702984,
NODE_1168_length_1573_cov_36.252597_59_1537_g1235,struc_EcCHS,0,NODE_1168_length_1573_cov_36.252597_59_1537_g1235,83.078,1167,0,99.7429,1164,1158,675,0.5122,63,80.28,1833,44.37859078,1.167,38.02792698,
NODE_1192_length_1566_cov_133.075016_106_1457_g1259,20DD_coca-20110131_10349,0.061,NODE_1192_length_1566_cov_133.075016_106_1457_g1259,275.3316,1152,0,100,1152,3397,2593,0.4486,218,178.76,5990,145.0233272,1.152,125.8883049,
NODE_1199_length_1564_cov_9.994775_56_1497_g1266,P450_16,0.047,NODE_1199_length_1564_cov_9.994775_56_1497_g1266,23.9719,1176,0,99.5748,1171,323,266,0.445,20,14.07,589,14.26022366,1.176,12.12604053,
NODE_1206_length_1563_cov_6.013725_1_1563_g1273,P450_3,0.002,NODE_1206_length_1563_cov_6.013725_1_1563_g1273,14.7152,1380,0,99.4928,1373,237,182,0.4361,13,8.81,419,10.14436963,1.38,7.350992487,
NODE_1207_length_1562_cov_517.458470_857_1562_g1275,20DD_coca-20110131_4904,0.054,NODE_1207_length_1562_cov_517.458470_857_1562_g1275,28.7477,535,0,100,535,174,131,0.4663,20,24.78,305,7.384326344,0.535,13.80247915,
NODE_1212_length_1561_cov_8.934555_46_1561_g1280,20DD_coca-20110131_11729,0.005,NODE_1212_length_1561_cov_8.934555_46_1561_g1280,23.8621,1443,0,100,1443,414,269,0.4816,17,23.3,683,16.53604883,1.443,11.4594933,
NODE_1218_length_1559_cov_20.502621_1_1559_g1286,P450_30,0.067,NODE_1218_length_1559_cov_20.502621_1_1559_g1286,50.8815,1173,0,100,1173,637,490,0.4707,49,29.71,1127,27.28569111,1.173,23.26145875,
NODE_1251_length_1551_cov_8.024374_1_1334_g1319,20DD_coca-20110131_27652,0.11,NODE_1251_length_1551_cov_8.024374_1_1334_g1319,22.5223,1210,0,100,1210,287,236,0.429,13,22.98,523,12.66230386,1.21,10.46471394,
NODE_1270_length_1545_cov_66.165344_16_1545_g1338,20DD_B9GL08_POPTR,0.17,NODE_1270_length_1545_cov_66.165344_16_1545_g1338,124.6692,1327,0,100,1327,2612,736,0.4998,55,187.67,3348,81.05811344,1.327,61.08373281,
NODE_1278_length_1542_cov_25.040424_1_1491_g1346,P450_16,0,NODE_1278_length_1542_cov_25.040424_1_1491_g1346,67.5867,1476,0,99.8645,1474,1121,766,0.51,47,62.52,1887,45.68597971,1.476,30.95256078,
NODE_1283_length_1541_cov_10.675066_1_1444_g1351,P450_39,0.043,NODE_1283_length_1541_cov_10.675066_1_1444_g1351,23.6175,1281,0,100,1281,417,244,0.449,16,21.38,661,16.0034089,1.281,12.49290312,
NODE_1287_length_1539_cov_32.606906_1_1471_g1355,20DD_coca-20110131_14092,0.053,NODE_1287_length_1539_cov_32.606906_1_1471_g1355,99.2637,1134,0,99.8236,1132,1137,991,0.4594,86,72.55,2128,51.52080806,1.134,45.43281134,
NODE_1303_length_1536_cov_10.628077_1_1536_g1371,20DD_coca-20110131_10703,0.034,NODE_1303_length_1536_cov_10.628077_1_1536_g1371,17.2337,813,0,100,813,144,127,0.4377,15,10.12,271,6.561155538,0.813,8.070302015,
NODE_1305_length_1536_cov_7.277445_1_1441_g1373,20DD_Contig_11356,0.19,NODE_1305_length_1536_cov_7.277445_1_1441_g1373,18.6635,1275,0,100,1275,248,225,0.4444,16,12.7,473,11.45175856,1.275,8.981771419,
NODE_1316_length_1531_cov_75.517356_1_1446_g1384,struc_cocaine_synthase_AGT56097,2.00E-12,NODE_1316_length_1531_cov_75.517356_1_1446_g1384,191.9794,1066,0,99.9062,1065,2531,1308,0.4705,93,219.05,3839,92.94566831,1.066,87.19105845,
NODE_1343_length_1524_cov_15.095238_10_1431_g1411,struc_ornithine_decarboxylase_AEQ02350,0,NODE_1343_length_1524_cov_15.095238_10_1431_g1411,38.1135,1242,0,99.3559,1234,520,417,0.5295,25,35.36,937,22.68561896,1.242,18.26539369,
NODE_1357_length_1517_cov_93.010101_1_471_g1425,P450_11,3.00E-54,NODE_1357_length_1517_cov_93.010101_1_471_g1425,13.5533,441,0,100,441,48,73,0.4914,12,5.77,121,2.929519631,0.441,6.642901659,
NODE_1361_length_1517_cov_9.569024_1_1517_g1430,P450_10,0.025,NODE_1361_length_1517_cov_9.569024_1_1517_g1430,35.1284,1028,0,99.9027,1027,355,338,0.4279,23,32.22,693,16.77815789,1.028,16.32116526,
NODE_1371_length_1515_cov_13.978408_9_1455_g1440,Polyketide_NODE_11256_length_732_cov_72.616595,0.056,NODE_1371_length_1515_cov_13.978408_9_1455_g1440,32.0134,1197,0,99.3317,1189,480,268,0.4533,20,33.71,748,18.10975772,1.197,15.12928799,
NODE_1387_length_1510_cov_214.935680_6_1290_g1456,pathway_EcSMT,0,NODE_1387_length_1510_cov_214.935680_6_1290_g1456,545.0315,1080,0,100,1080,5705,5273,0.48,524,393.26,10978,265.7873266,1.08,246.0993764,
NODE_1389_length_1510_cov_7.552471_1_1408_g1458,P450_21,0.039,NODE_1389_length_1510_cov_7.552471_1_1408_g1458,22.2561,1101,0,99.8183,1099,268,237,0.4736,24,10.96,505,12.22650755,1.101,11.10491149,
NODE_1392_length_1509_cov_12.028455_43_1509_g1461,Polyketide_NODE_11256_length_732_cov_72.616595,0.24,NODE_1392_length_1509_cov_12.028455_43_1509_g1461,34.7674,1419,0,99.9295,1418,561,525,0.4481,24,35.18,1086,26.29304396,1.419,18.52927693,
NODE_1404_length_1506_cov_14.044128_34_1265_g1474,EcAOF_candidate_7_coca-20110131_2982,0.03,NODE_1404_length_1506_cov_14.044128_34_1265_g1474,32.0262,1032,0,99.2248,1024,328,315,0.4353,28,20.56,643,15.56761259,1.032,15.08489592,
NODE_1421_length_1499_cov_90.030014_1_1431_g1492,pathway_EcPKS2,0,NODE_1421_length_1499_cov_90.030014_1_1431_g1492,227.6761,1161,0,100,1161,3029,1917,0.4958,139,232.51,4946,119.7471413,1.161,103.1413792,
NODE_1431_length_1497_cov_8.463115_1_1477_g1502,EcAOF1_USDA_NODE_2268_length_1622_cov_42.446193,0,NODE_1431_length_1497_cov_8.463115_1_1477_g1502,22.3535,1369,0,100,1369,317,269,0.4341,16,16.3,586,14.18759094,1.369,10.36347037,
NODE_1485_length_1479_cov_15.206086_6_1341_g1558,struc_cocaine_synthase_AGT56097,5.00E-16,NODE_1485_length_1479_cov_15.206086_6_1341_g1558,41.0752,1143,0,99.825,1141,815,384,0.5534,27,43.54,1199,29.02887635,1.143,25.39709217,
NODE_1488_length_1478_cov_10.305882_2_1178_g1561,20DD_Contig_5105,0.13,NODE_1488_length_1478_cov_10.305882_2_1178_g1561,28.6657,984,0,99.3902,978,349,198,0.4296,13,31.12,547,13.24336561,0.984,13.45870488,
NODE_1489_length_1477_cov_17.831717_1_1477_g1562,P450_38,4.00E-04,NODE_1489_length_1477_cov_17.831717_1_1477_g1562,36.8677,1323,0,100,1323,540,390,0.4321,24,33.38,930,22.51614262,1.323,17.01900425,
NODE_1542_length_1458_cov_17.007018_1_1458_g1616,P450_19,0.04,NODE_1542_length_1458_cov_17.007018_1_1458_g1616,44.532,1282,0,100,1282,569,534,0.4752,32,39.34,1103,26.70462937,1.282,20.83044412,
NODE_1560_length_1453_cov_11.192958_46_1453_g1634,20DD_coca-20110131_11584,0,NODE_1560_length_1453_cov_11.192958_46_1453_g1634,38.5005,957,0,99.1641,949,343,386,0.4235,28,35.01,729,17.64975051,0.957,18.4427905,
NODE_1571_length_1450_cov_24.208892_1_1305_g1645,20DD_coca-20110131_1706,0,NODE_1571_length_1450_cov_24.208892_1_1305_g1645,66.8208,1077,0,99.8143,1075,682,682,0.4605,48,51.36,1364,33.02367585,1.077,30.66265167,
NODE_1608_length_1441_cov_33.683949_1_1152_g1683,P450_21,0.023,NODE_1608_length_1441_cov_33.683949_1_1152_g1683,83.5776,999,0,100,999,925,645,0.4672,75,52.3,1570,38.01112249,0.999,38.04917166,
NODE_1614_length_1440_cov_40.874911_1_1423_g1689,P450_33,0,NODE_1614_length_1440_cov_40.874911_1_1423_g1689,95.5759,1252,0,99.7604,1249,1330,915,0.4327,71,69.14,2245,54.35348407,1.252,43.41332593,
NODE_1615_length_1440_cov_12.528074_1_1406_g1690,P450_44,0,NODE_1615_length_1440_cov_12.528074_1_1406_g1690,30.8808,1326,0,100,1326,445,346,0.4913,28,22.51,791,19.15082668,1.326,14.44255406,
NODE_1617_length_1439_cov_87.559033_1_1439_g1692,20DD_NODE_3153_length_1468_cov_32.325436,0,NODE_1617_length_1439_cov_87.559033_1_1439_g1692,218.5818,1119,0,100,1119,2445,2146,0.4838,195,120.76,4591,111.1522697,1.119,99.331787,
NODE_1619_length_1439_cov_21.907539_1_1423_g1694,pathway_EcMecgoR,0,NODE_1619_length_1439_cov_21.907539_1_1423_g1694,44.7648,1050,0,100,1050,542,426,0.4694,37,35.07,968,23.43615705,1.05,22.32014957,
NODE_1624_length_1438_cov_25.337367_1_1438_g1699,20DD_coca-20110131_14092,0.031,NODE_1624_length_1438_cov_25.337367_1_1438_g1699,60.5194,1159,0,100,1159,663,656,0.4147,34,60.03,1319,31.93418507,1.159,27.55322267,
NODE_1625_length_1438_cov_12.023488_44_1438_g1700,20DD_NODE_4522_length_1285_cov_29.614217,0.003,NODE_1625_length_1438_cov_12.023488_44_1438_g1700,31.17,1094,0,99.9086,1093,338,321,0.4302,29,20.13,659,15.95498708,1.094,14.58408326,
NODE_1636_length_1435_cov_10.069187_1_1435_g1711,P450_16,2.00E-20,NODE_1636_length_1435_cov_10.069187_1_1435_g1711,23.7422,1257,0,99.9204,1256,349,226,0.4157,15,22.65,575,13.92127098,1.257,11.0749968,
NODE_1639_length_1434_cov_15.258387_1_1434_g1714,20DD_Contig_11356,0.033,NODE_1639_length_1434_cov_15.258387_1_1434_g1714,40.9309,1173,0,100,1173,477,435,0.459,37,26.82,912,22.08034631,1.173,18.82382465,
NODE_1646_length_1431_cov_248.396996_1_1431_g1721,struc_arginine_decarboxylase_AEQ02349,0,NODE_1646_length_1431_cov_248.396996_1_1431_g1721,651.5259,1407,0,100,1407,10009,7302,0.5286,360,586.35,17311,419.1149945,1.407,297.8784609,
NODE_1655_length_1429_cov_31.732092_69_1201_g1730,20DD_NODE_3153_length_1468_cov_32.325436,0.13,NODE_1655_length_1429_cov_31.732092_69_1201_g1730,68.4681,846,0,100,846,723,402,0.508,56,53.92,1125,27.2372693,0.846,32.19535378,
NODE_1719_length_1413_cov_18.603623_1_1351_g1794,Polyketide_NODE_17446_length_416_cov_17.443864,0.006,NODE_1719_length_1413_cov_18.603623_1_1351_g1794,47.2108,669,0,99.2526,664,384,218,0.3886,38,42.89,602,14.57496544,0.669,21.78619647,
NODE_1723_length_1413_cov_9.727536_1_1264_g1798,P450_23,2.00E-04,NODE_1723_length_1413_cov_9.727536_1_1264_g1798,27.467,1152,0,99.9132,1151,355,260,0.4341,23,24.93,615,14.88970722,1.152,12.92509307,
NODE_1746_length_1407_cov_32.328239_226_1361_g1821,P450_19,0.011,NODE_1746_length_1407_cov_32.328239_226_1361_g1821,105.5184,843,0,100,843,856,809,0.4647,82,78.18,1665,40.31115856,0.843,47.81869343,
NODE_1753_length_1405_cov_28.102770_1_1405_g1828,EcAOC_candidate_4_NODE_379_length_2382_cov_22.065986,0.063,NODE_1753_length_1405_cov_28.102770_1_1405_g1828,69.9571,1397,0,99.9284,1396,1007,959,0.4474,62,46.75,1966,47.59864128,1.397,34.072041,
NODE_1760_length_1403_cov_37.927737_1_1341_g1835,P450_6,2.00E-14,NODE_1760_length_1403_cov_37.927737_1_1341_g1835,101.5679,1319,0,100,1319,1332,1185,0.4536,89,69.9,2517,60.93885051,1.319,46.20079645,
NODE_1773_length_1398_cov_22.597802_306_1041_g1848,P450_12,0.023,NODE_1773_length_1398_cov_22.597802_306_1041_g1848,68.3583,600,0,99.8333,599,400,372,0.4364,70,25.72,772,18.69081947,0.6,31.15136578,
NODE_1779_length_1396_cov_16.088041_1_1390_g1854,P450_38,0.009,NODE_1779_length_1396_cov_16.088041_1_1390_g1854,40.0438,1073,0,100,1073,458,374,0.4093,35,21.84,832,20.14347383,1.073,18.77304178,
NODE_1791_length_1394_cov_8.594416_106_1340_g1866,P450_2,0,NODE_1791_length_1394_cov_8.594416_106_1340_g1866,24.2938,1062,0,98.5876,1047,303,225,0.456,20,18.47,528,12.78335839,1.062,12.03706063,
NODE_1797_length_1392_cov_39.662987_45_1341_g1872,Polyketide_CsOAC_JN679224,0.011,NODE_1797_length_1392_cov_39.662987_45_1341_g1872,65.8574,975,0,100,975,793,430,0.4355,55,64.62,1223,29.60993809,0.975,30.36916727,
NODE_1801_length_1390_cov_12.394252_18_1390_g1876,P450_34,2.00E-31,NODE_1801_length_1390_cov_12.394252_18_1390_g1876,34.1243,1215,0,99.5885,1210,429,365,0.4303,22,40.78,794,19.2234594,1.215,15.82177728,
NODE_1817_length_1387_cov_16.576809_85_1236_g1892,20DD_B9GL08_POPTR,0.052,NODE_1817_length_1387_cov_16.576809_85_1236_g1892,42.962,999,0,99.2993,992,485,342,0.4582,34,33.2,827,20.0224193,0.999,20.04246176,
NODE_1845_length_1380_cov_13.637713_1_1380_g1919,P450_14,0,NODE_1845_length_1380_cov_13.637713_1_1380_g1919,32.7485,1157,0,100,1157,437,283,0.4293,29,24.87,720,17.43185235,1.157,15.06642381,
NODE_1858_length_1376_cov_510.898734_45_1374_g1932,P450_33,0.002,NODE_1858_length_1376_cov_510.898734_45_1374_g1932,1283.574,906,0,100,906,14935,6796,0.4678,964,1272.34,21731,526.1271993,0.906,580.714348,
NODE_1868_length_1374_cov_10.489933_1_1370_g1943,struc_ornithine_decarboxylase_AEQ02350,0.094,NODE_1868_length_1374_cov_10.489933_1_1370_g1943,29.9301,1045,0,99.7129,1042,317,281,0.3981,28,18.53,598,14.47812181,1.045,13.85466202,
NODE_1870_length_1373_cov_22.832836_1_1311_g1945,P450_6,0.008,NODE_1870_length_1373_cov_22.832836_1_1311_g1945,64.5725,966,0,99.4824,961,662,573,0.4666,60,32.91,1235,29.90046897,0.966,30.95286642,
NODE_1881_length_1371_cov_103.210015_1_1321_g1956,struc_EcSPMT,0.057,NODE_1881_length_1371_cov_103.210015_1_1321_g1956,331.4491,924,0,99.8918,923,2993,2755,0.4515,253,274.17,5748,139.1642879,0.924,150.6107012,
NODE_1901_length_1368_cov_7.005993_1_1288_g1974,20DD_NODE_4134_length_1332_cov_14.319477,0.13,NODE_1901_length_1368_cov_7.005993_1_1288_g1974,16.495,1111,0,100,1111,215,162,0.4124,14,10.71,377,9.127511579,1.111,8.215581979,
NODE_1917_length_1364_cov_34.656649_66_1364_g1990,20DD_coca-20110131_13971,0.004,NODE_1917_length_1364_cov_34.656649_66_1364_g1990,98.1062,951,0,100,951,940,891,0.5389,97,45.13,1831,44.33016897,0.951,46.61426811,
NODE_1920_length_1363_cov_17.555639_1_1017_g1993,20DD_Contig_9617,3.00E-130,NODE_1920_length_1363_cov_17.555639_1_1017_g1993,28.0219,548,0,98.5401,540,155,134,0.4802,20,20.59,289,6.996951847,0.548,12.7681603,
NODE_1951_length_1357_cov_10.033233_6_1326_g2023,P450_10,0.28,NODE_1951_length_1357_cov_10.033233_6_1326_g2023,29.5478,942,0,99.8938,941,281,259,0.4631,23,20.41,540,13.07388926,0.942,13.87886334,
NODE_1985_length_1348_cov_25.728517_66_1304_g2056,20DD_coca-20110131_6097,0,NODE_1985_length_1348_cov_25.728517_66_1304_g2056,65.9778,1128,0,99.4681,1122,776,622,0.4509,59,47.66,1398,33.84684665,1.128,30.00606973,
NODE_1987_length_1348_cov_11.821293_287_1348_g2058,P450_10,1.00E-24,NODE_1987_length_1348_cov_11.821293_287_1348_g2058,30.6437,1061,0,100,1061,330,293,0.4306,16,39.81,623,15.08339447,1.061,14.21620591,
NODE_1990_length_1347_cov_16.248097_367_1347_g2061,P450_7,0.048,NODE_1990_length_1347_cov_16.248097_367_1347_g2061,44.6197,902,0,100,902,380,386,0.4843,36,33.17,766,18.54555403,0.902,20.56048119,
NODE_1997_length_1346_cov_17.405179_1_1346_g2068,P450_46,0.13,NODE_1997_length_1346_cov_17.405179_1_1346_g2068,41.5868,1290,0,100,1290,551,464,0.4653,36,22.53,1015,24.57406964,1.29,19.04966638,
NODE_2008_length_1344_cov_25.006865_1_1344_g2080,EcAOC_candidate_3_NODE_287_length_2514_cov_36.770254,0.015,NODE_2008_length_1344_cov_25.006865_1_1344_g2080,71.4123,1106,0,100,1106,772,713,0.4209,48,75.76,1485,35.95319548,1.106,32.50741001,
NODE_2011_length_1344_cov_8.871091_1_1344_g2083,struc_EcCHS,2.00E-07,NODE_2011_length_1344_cov_8.871091_1_1344_g2083,21.3821,1243,0,100,1243,288,220,0.4933,20,11.81,508,12.29914027,1.243,9.894722663,
NODE_2025_length_1341_cov_28.325688_126_1329_g2097,20DD_NODE_3153_length_1468_cov_32.325436,0.041,NODE_2025_length_1341_cov_28.325688_126_1329_g2097,77.6813,1026,0,100,1026,913,586,0.4549,39,94.28,1499,36.29214816,1.026,35.37246409,
NODE_2034_length_1340_cov_10.772762_1_1281_g2106,P450_26,0.028,NODE_2034_length_1340_cov_10.772762_1_1281_g2106,29.5997,1259,0,99.6823,1255,393,320,0.4326,16,29.68,713,17.26237601,1.259,13.71118031,
NODE_2045_length_1337_cov_78.325920_14_1291_g2118,struc_cocaine_synthase_AGT56097,5.00E-09,NODE_2045_length_1337_cov_78.325920_14_1291_g2118,211.1745,1026,0,100,1026,2094,1947,0.4649,130,198,4041,97.83627133,1.026,95.3569896,
NODE_2046_length_1337_cov_39.288344_1_1291_g2119,20DD_NODE_3028_length_1489_cov_23.482830,0.055,NODE_2046_length_1337_cov_39.288344_1_1291_g2119,106.3223,1083,0,100,1083,1281,920,0.4752,67,104.15,2201,53.2882042,1.083,49.20425134,
NODE_2051_length_1336_cov_12.518803_45_1279_g2124,P450_16,0.011,NODE_2051_length_1336_cov_12.518803_45_1279_g2124,40.5314,732,0,99.7268,730,310,266,0.4394,41,22.14,576,13.94548188,0.732,19.05120476,
NODE_2052_length_1336_cov_6.478127_846_1336_g2126,struc_EcSPMT,0.031,NODE_2052_length_1336_cov_6.478127_846_1336_g2126,18.0561,446,0,95.2915,425,69,86,0.4236,17,9.89,155,3.752690437,0.446,8.414104119,
NODE_2084_length_1330_cov_13.984580_1_1241_g2157,P450_42,0.076,NODE_2084_length_1330_cov_13.984580_1_1241_g2157,37.6824,1080,0,99.7222,1077,395,377,0.4504,32,21.4,772,18.69081947,1.08,17.30631432,
NODE_2099_length_1327_cov_51.212519_1_1202_g2172,struc_EcSMT,0.023,NODE_2099_length_1327_cov_51.212519_1_1202_g2172,143.5561,1140,0,99.7368,1137,1624,1439,0.4349,113,115.92,3063,74.15800522,1.14,65.05088177,
NODE_2118_length_1324_cov_17.350116_1_1324_g2191,P450_11,0,NODE_2118_length_1324_cov_17.350116_1_1324_g2191,50.0112,1247,0,98.5565,1229,619,558,0.4412,45,30.17,1177,28.49623641,1.247,22.85183353,
NODE_2129_length_1322_cov_14.949573_1_1271_g2202,20DD_Contig_6161,0.03,NODE_2129_length_1322_cov_14.949573_1_1271_g2202,25.4784,324,0,99.0741,321,103,68,0.5014,22,14.85,171,4.140064934,0.324,12.77797819,
NODE_2143_length_1319_cov_19.161742_1_1231_g2216,struc_cocaine_synthase_AGT56097,4.00E-04,NODE_2143_length_1319_cov_19.161742_1_1231_g2216,51.1205,963,0,99.8962,962,521,404,0.4414,51,30.46,925,22.39508809,0.963,23.25554319,
NODE_2147_length_1318_cov_20.636576_1_1269_g2220,struc_cocaine_synthase_AGT56097,4.00E-09,NODE_2147_length_1318_cov_20.636576_1_1269_g2220,47.2512,1071,0,99.1597,1062,488,477,0.4716,29,64.15,965,23.36352433,1.071,21.81468192,
NODE_2180_length_1311_cov_21.446009_1_1311_g2253,20DD_coca-20110131_3935,0.096,NODE_2180_length_1311_cov_21.446009_1_1311_g2253,55.5072,1311,0,100,1311,770,696,0.5052,31,64.79,1466,35.49318826,1.311,27.07337015,
NODE_2183_length_1311_cov_12.720657_1_1311_g2256,P450_12,8.00E-10,NODE_2183_length_1311_cov_12.720657_1_1311_g2256,33.4241,1311,0,100,1311,469,371,0.4117,22,31.86,840,20.33716108,1.311,15.51270868,
NODE_2186_length_1310_cov_22.360219_23_1310_g2259,struc_cocaine_synthase_AGT56097,8.00E-04,NODE_2186_length_1310_cov_22.360219_23_1310_g2259,68.1814,987,0,99.7974,985,701,581,0.4638,61,44.66,1282,31.03838155,0.987,31.44719509,
NODE_2200_length_1308_cov_16.364706_1_1251_g2273,P450_29,0.094,NODE_2200_length_1308_cov_16.364706_1_1251_g2273,46.1926,1101,0,98.8193,1088,499,462,0.45,40,35.19,961,23.26668071,1.101,21.13231672,
NODE_2210_length_1306_cov_11.011783_1_1220_g2283,struc_cocaine_synthase_AGT56097,0.13,NODE_2210_length_1306_cov_11.011783_1_1220_g2283,29.5647,919,0,100,919,307,211,0.4338,24,20.08,518,12.54124933,0.919,13.64662604,
NODE_2221_length_1304_cov_12.467349_1_1070_g2294,20DD_NODE_3028_length_1489_cov_23.482830,0.089,NODE_2221_length_1304_cov_12.467349_1_1070_g2294,34.873,929,0,99.5694,925,288,328,0.462,36,22.85,616,14.91391812,0.929,16.05373318,
NODE_2238_length_1299_cov_20.374408_44_1290_g2311,20DD_coca-20110131_11584,0.019,NODE_2238_length_1299_cov_20.374408_44_1290_g2311,54.2987,924,0,97.9437,905,650,386,0.4786,46,49.67,1036,25.08249866,0.924,27.14556132,
NODE_2260_length_1295_cov_51.592710_8_1231_g2333,pathway_EcSABATH1,0,NODE_2260_length_1295_cov_51.592710_8_1231_g2333,141.6814,1089,0,100,1089,1514,1369,0.4249,87,120.35,2883,69.80004213,1.089,64.09553914,
NODE_2261_length_1295_cov_11.496038_1_1232_g2334,Polyketide_NODE_11256_length_732_cov_72.616595,0.35,NODE_2261_length_1295_cov_11.496038_1_1232_g2334,30.9193,1029,0,99.8056,1027,388,227,0.3995,23,26.36,615,14.88970722,1.029,14.47007504,
NODE_2269_length_1293_cov_31.455556_1_1293_g2342,P450_30,0.027,NODE_2269_length_1293_cov_31.455556_1_1293_g2342,77.5355,1268,0,100,1268,1099,739,0.4275,39,84.03,1838,44.49964531,1.268,35.0943575,
NODE_2288_length_1290_cov_14.132856_1_1290_g2360,Polyketide_CsOAC_JN679224,0.27,NODE_2288_length_1290_cov_14.132856_1_1290_g2360,36.2215,1034,0,100,1034,345,538,0.4046,24,37.51,883,21.37823004,1.034,20.67527083,
NODE_2302_length_1288_cov_8.060558_1_1288_g2375,20DD_coca-20110131_1706,0.064,NODE_2302_length_1288_cov_8.060558_1_1288_g2375,20.3233,1191,0,100,1191,264,219,0.491,18,12.07,483,11.69386762,1.191,9.818528648,
NODE_2305_length_1287_cov_35.460128_41_1238_g2378,20DD_NODE_4522_length_1285_cov_29.614217,0,NODE_2305_length_1287_cov_35.460128_41_1238_g2378,59.8699,915,0,99.7814,913,576,466,0.4575,59,29.17,1042,25.2277641,0.915,27.57132688,
