ID,hit,evalue,#ID,Avg_fold,Length,Ref_GC,Covered_percent,Covered_bases,Plus_reads,Minus_reads,Read_GC,Median_fold,Std_Dev,summed reads,reads/per million (RPM),lenfth of gene in KB (K),RPKM,22969636
NODE_64_length_1800_cov_19.517261_11_1787_g71,P450_33,0.16,NODE_64_length_1800_cov_19.517261_11_1787_g71,58.6104,1350,0,99.7778,1347,820,648,0.4587,46,43.58,1468,63.91044875,1.35,47.34107315,
NODE_69_length_1774_cov_26.182079_1_1774_g76,P450_2,0.1,NODE_69_length_1774_cov_26.182079_1_1774_g76,78.9553,1388,0,99.8559,1386,1051,983,0.4214,44,106.91,2034,88.55167081,1.388,63.79803373,
NODE_75_length_1749_cov_17.789627_1_1749_g82,P450_42,0.016,NODE_75_length_1749_cov_17.789627_1_1749_g82,48.8256,1749,0,100,1749,836,748,0.421,41,33.65,1584,68.9605932,1.749,39.42858388,
NODE_79_length_1739_cov_11.301876_72_1739_g86,20DD_coca-20110131_3983,0.24,NODE_79_length_1739_cov_11.301876_72_1739_g86,32.4202,1635,0,99.9388,1634,509,473,0.4509,24,26.7,982,42.75208493,1.635,26.14806417,
NODE_83_length_1697_cov_48.551683_1_1631_g90,20DD_coca-20110131_6097,0.1,NODE_83_length_1697_cov_48.551683_1_1631_g90,108.4949,1188,0,99.6633,1184,1221,1168,0.4835,104,57.07,2389,104.0068543,1.188,87.54785713,
NODE_86_length_1691_cov_15.829312_1_1691_g93,20DD_coca-20110131_10703,0.048,NODE_86_length_1691_cov_15.829312_1_1691_g93,44.9168,1455,0,100,1455,627,584,0.4549,34,36.75,1211,52.72176665,1.455,36.23489116,
NODE_91_length_1679_cov_19.671932_33_1642_g98,struc_cocaine_synthase_AGT56097,5.00E-14,NODE_91_length_1679_cov_19.671932_33_1642_g98,79.143,1392,0,100,1392,1054,987,0.4545,76,44.23,2041,88.85642091,1.392,63.83363571,
NODE_92_length_1672_cov_12.745134_1_1672_g99,20DD_coca-20110131_3904,0.12,NODE_92_length_1672_cov_12.745134_1_1672_g99,39.7972,1672,0,99.7608,1668,593,640,0.4726,32,31.4,1233,53.67955266,1.672,32.10499561,
NODE_98_length_1666_cov_58.777710_1_1666_g105,20DD_ABK94665.1,0.14,NODE_98_length_1666_cov_58.777710_1_1666_g105,146.0145,1521,0,99.9343,1520,2313,1803,0.4705,70,168.18,4116,179.1930566,1.521,117.8126605,
NODE_102_length_1643_cov_45.480124_1_1571_g109,P450_43,0,NODE_102_length_1643_cov_45.480124_1_1571_g109,139.6967,1530,0,99.4118,1521,2211,1748,0.439,98,127.39,3959,172.3579473,1.53,112.6522531,
NODE_106_length_1640_cov_62.881767_1_1425_g113,Polyketide_NODE_17446_length_416_cov_17.443864,0.18,NODE_106_length_1640_cov_62.881767_1_1425_g113,89.227,1075,0,100,1075,1209,577,0.4723,76,85.28,1786,77.75481026,1.075,72.33005606,
NODE_116_length_1615_cov_13.039823_43_1615_g123,20DD_Contig_5938,0.061,NODE_116_length_1615_cov_13.039823_43_1615_g123,34.3336,1271,0,100,1271,406,403,0.463,34,18.88,809,35.22040398,1.271,27.71078204,
NODE_120_length_1607_cov_32.956163_1_1558_g127,P450_13,0.015,NODE_120_length_1607_cov_32.956163_1_1558_g127,75.6387,1226,0,99.5106,1220,1011,711,0.4609,55,64.28,1722,74.96852367,1.226,61.14887738,
NODE_122_length_1603_cov_19.205732_1_1537_g129,P450_41,1.2,NODE_122_length_1603_cov_19.205732_1_1537_g129,55.2488,1407,0,99.5025,1400,725,715,0.45,38,48.99,1440,62.69144836,1.407,44.55682186,
NODE_126_length_1594_cov_39.284433_24_1530_g132,P450_31,0,NODE_126_length_1594_cov_39.284433_24_1530_g132,111.9622,1350,0,99.9259,1349,1630,1174,0.4622,86,87.93,2804,122.0741814,1.35,90.42531955,
NODE_130_length_1590_cov_113.952473_1_1590_g136,P450_46,0.27,NODE_130_length_1590_cov_113.952473_1_1590_g136,283.7881,1590,0,100,1590,4246,4121,0.4442,200,280.01,8367,364.2634364,1.59,229.0965009,
NODE_139_length_1569_cov_24.784505_15_1426_g145,P450_37,0.14,NODE_139_length_1569_cov_24.784505_15_1426_g145,88.8258,1257,0,99.6818,1253,1174,898,0.4288,81,48.31,2072,90.20602848,1.257,71.76295026,
NODE_144_length_1560_cov_15.557302_1_1560_g150,EcAOF1_USDA_NODE_2268_length_1622_cov_42.446193,0,NODE_144_length_1560_cov_15.557302_1_1560_g150,37.2697,1309,0,99.5416,1303,530,374,0.4462,28,26.6,904,39.35629814,1.309,30.06592677,
NODE_152_length_1538_cov_42.774086_1_1538_g159,P450_15,0,NODE_152_length_1538_cov_42.774086_1_1538_g159,117.0611,1292,0,99.9226,1291,1734,1072,0.4562,102,84.8,2806,122.1612529,1.292,94.55205329,
NODE_155_length_1536_cov_12.695276_1_1536_g162,P450_23,0.17,NODE_155_length_1536_cov_12.695276_1_1536_g162,34.4544,1536,0,100,1536,557,423,0.4384,29,24.73,980,42.66501347,1.536,27.77670148,
NODE_156_length_1535_cov_46.320905_1_1421_g163,EcAOF_candidate_7_coca-20110131_2982,0.007,NODE_156_length_1535_cov_46.320905_1_1421_g163,127.1387,1269,0,99.6848,1265,2010,979,0.4553,55,207.71,2989,130.1282911,1.269,102.5439646,
NODE_173_length_1518_cov_20.538721_1_1518_g180,P450_13,0,NODE_173_length_1518_cov_20.538721_1_1518_g180,64.6128,1317,0,99.9241,1316,836,743,0.5365,52,55.5,1579,68.74291456,1.317,52.1965942,
NODE_175_length_1516_cov_22.891436_1_1516_g182,P450_19,3.2,NODE_175_length_1516_cov_22.891436_1_1516_g182,69.9195,1516,0,100,1516,1059,905,0.4923,46,69,1964,85.50416985,1.516,56.40116745,
NODE_177_length_1506_cov_430.135098_206_1506_g184,20DD_NODE_4134_length_1332_cov_14.319477,0.023,NODE_177_length_1506_cov_430.135098_206_1506_g184,1686.5487,831,0,100,831,14211,11790,0.4994,644,2306.09,26001,1131.972465,0.831,1362.181064,
NODE_185_length_1496_cov_18.933014_1_1496_g192,P450_25,0.026,NODE_185_length_1496_cov_18.933014_1_1496_g192,47.6428,1380,0,99.7101,1376,765,454,0.4495,28,58.55,1219,53.07005247,1.38,38.45655976,
NODE_196_length_1478_cov_121.006920_1_1449_g203,P450_36,1.00E-13,NODE_196_length_1478_cov_121.006920_1_1449_g203,305.2342,1285,0,100,1285,4047,3246,0.496,176,269.51,7293,317.5060645,1.285,247.0864315,
NODE_199_length_1473_cov_44.526024_43_1106_g206,struc_cocaine_synthase_AGT56097,0,NODE_199_length_1473_cov_44.526024_43_1106_g206,143.7612,984,0,100,984,1451,1170,0.4645,76,174.12,2621,114.1071432,0.984,115.9625439,
NODE_212_length_1463_cov_62.263636_1_1463_g219,P450_46,0.25,NODE_212_length_1463_cov_62.263636_1_1463_g219,200.265,1181,0,99.8307,1179,2305,2078,0.4659,108,235.91,4383,190.817096,1.181,161.5724775,
NODE_214_length_1460_cov_14.094538_1_1460_g221,20DD_coca-20110131_8278,0.1,NODE_214_length_1460_cov_14.094538_1_1460_g221,34.9669,1180,0,98.4746,1162,400,365,0.4356,26,25.97,765,33.30483194,1.18,28.22443385,
NODE_235_length_1437_cov_44.553419_163_1386_g241,P450_37,0,NODE_235_length_1437_cov_44.553419_163_1386_g241,164.3769,1125,0,99.9111,1124,1914,1520,0.4595,95,176.58,3434,149.5016901,1.125,132.8903912,
NODE_236_length_1437_cov_19.393162_1_1437_g242,20DD_coca-20110131_11584,0.2,NODE_236_length_1437_cov_19.393162_1_1437_g242,59.93,1357,0,99.3368,1348,869,643,0.4533,59,41.52,1512,65.82602078,1.357,48.50848989,
NODE_238_length_1432_cov_42.931380_1_1432_g244,20DD_coca-20110131_10349,0.061,NODE_238_length_1432_cov_42.931380_1_1432_g244,91.1723,1132,0,99.8233,1130,1166,749,0.4604,72,85.79,1915,83.37091918,1.132,73.64922189,
NODE_240_length_1429_cov_25.835960_14_1375_g246,20DD_NODE_3153_length_1468_cov_32.325436,0,NODE_240_length_1429_cov_25.835960_14_1375_g246,74.2802,1092,0,100,1092,750,755,0.4841,68,43.5,1505,65.52127069,1.092,60.00116363,
NODE_242_length_1428_cov_36.717563_1_1428_g248,P450_35,0.092,NODE_242_length_1428_cov_36.717563_1_1428_g248,109.4627,1301,0,99.9231,1300,1464,1176,0.4401,82,82.9,2640,114.934322,1.301,88.34306072,
NODE_244_length_1425_cov_38.524425_1_1344_g250,P450_38,0,NODE_244_length_1425_cov_38.524425_1_1344_g250,97.8288,1203,0,99.8337,1201,1388,792,0.4783,51,106.23,2180,94.90788711,1.203,78.89267424,
NODE_246_length_1422_cov_40.968323_1_1422_g252,P450_14,0,NODE_246_length_1422_cov_40.968323_1_1422_g252,97.8432,1231,0,100,1231,1400,834,0.4439,65,106.03,2234,97.25881642,1.231,79.00797435,
NODE_247_length_1422_cov_22.609791_1_1422_g253,struc_cocaine_synthase_AGT56097,4.00E-28,NODE_247_length_1422_cov_22.609791_1_1422_g253,61.5777,1203,0,99.8337,1201,788,584,0.5599,43,54.55,1372,59.73101886,1.203,49.65171975,
NODE_255_length_1413_cov_42.092029_1_1413_g261,20DD_NODE_3028_length_1489_cov_23.482830,0.13,NODE_255_length_1413_cov_42.092029_1_1413_g261,150.4128,1112,0,100,1112,1641,1457,0.48,53,231.29,3098,134.8736854,1.112,121.2892855,
NODE_260_length_1408_cov_35.145455_234_1408_g266,P450_37,0.097,NODE_260_length_1408_cov_35.145455_234_1408_g266,95.8911,1084,0,99.8155,1082,1047,878,0.4508,74,82.06,1925,83.80627646,1.084,77.31206315,
NODE_261_length_1408_cov_11.371636_1_1408_g267,20DD_NODE_3028_length_1489_cov_23.482830,0.22,NODE_261_length_1408_cov_11.371636_1_1408_g267,35.4609,1408,0,100,1408,407,518,0.4837,29,27.1,925,40.27054843,1.408,28.60124178,
NODE_281_length_1381_cov_24.088279_1_1181_g287,P450_21,0.022,NODE_281_length_1381_cov_24.088279_1_1181_g287,67.5537,1033,0,100,1033,752,547,0.4723,51,52.14,1299,56.55291071,1.033,54.74628336,
NODE_307_length_1356_cov_33.835223_1_1301_g313,P450_6,0.002,NODE_307_length_1356_cov_33.835223_1_1301_g313,82.0952,966,0,99.4824,961,855,617,0.4772,75,41.81,1472,64.08459166,0.966,66.340157,
NODE_310_length_1353_cov_48.813636_1_1353_g316,P450_31,0.012,NODE_310_length_1353_cov_48.813636_1_1353_g316,125.3392,1306,0,100,1306,1768,1265,0.4193,105,103.96,3033,132.0438631,1.306,101.1055613,
NODE_319_length_1347_cov_13.847793_16_1347_g325,EcAOC_candidate_3_NODE_287_length_2514_cov_36.770254,0.15,NODE_319_length_1347_cov_13.847793_16_1347_g325,38.4476,1146,0,99.4764,1140,452,365,0.4618,25,30.84,817,35.5686898,1.146,31.03725114,
NODE_326_length_1342_cov_18.000000_1_1342_g332,20DD_Contig_11356,0.12,NODE_326_length_1342_cov_18.000000_1_1342_g332,48.2183,1342,0,100,1342,718,486,0.5379,38,40.3,1204,52.41701655,1.342,39.05887969,
NODE_343_length_1322_cov_18.698991_1_1271_g349,P450_21,0.05,NODE_343_length_1322_cov_18.698991_1_1271_g349,56.9104,792,0,97.9798,776,439,399,0.5245,56,34.97,838,36.48294009,0.792,46.06431829,
NODE_349_length_1314_cov_22.378315_2_1233_g355,20DD_coca-20110131_4904,0.27,NODE_349_length_1314_cov_22.378315_2_1233_g355,73.9634,1065,0,99.1549,1056,825,640,0.4232,58,63.82,1465,63.77984156,1.065,59.88717518,
NODE_360_length_1307_cov_28.063579_1_1249_g365,20DD_coca-20110131_14092,0.006,NODE_360_length_1307_cov_28.063579_1_1249_g365,82.2663,950,0,99.8947,949,683,766,0.4669,52,67.52,1449,63.08326992,0.95,66.40344202,
NODE_367_length_1304_cov_19.372148_1_1304_g372,20DD_NODE_3153_length_1468_cov_32.325436,0.11,NODE_367_length_1304_cov_19.372148_1_1304_g372,53.6595,1304,0,100,1304,681,618,0.4562,48,33.01,1299,56.55291071,1.304,43.36879656,
NODE_379_length_1298_cov_29.158893_1_1174_g384,20DD_coca-20110131_13971,0.004,NODE_379_length_1298_cov_29.158893_1_1174_g384,93.4757,948,0,99.5781,944,867,778,0.5525,86,46.68,1645,71.61627261,0.948,75.54459136,
NODE_395_length_1287_cov_15.393939_1_1280_g399,Polyketide_NODE_17446_length_416_cov_17.443864,0.37,NODE_395_length_1287_cov_15.393939_1_1280_g399,31.8629,999,0,99.7998,997,386,205,0.4456,25,25.72,591,25.72961527,0.999,25.75537064,
NODE_402_length_1282_cov_20.379504_1_1282_g406,20DD_Contig_5105,0.2,NODE_402_length_1282_cov_20.379504_1_1282_g406,52.8714,1065,0,99.6244,1061,621,427,0.4534,27,70.15,1048,45.62544298,1.065,42.84079153,
NODE_409_length_1276_cov_37.761866_1_1276_g413,P450_16,2.00E-16,NODE_409_length_1276_cov_37.761866_1_1276_g413,110.355,1276,0,99.9216,1275,1448,1161,0.4171,81,96.78,2609,113.5847144,1.276,89.01623388,
NODE_414_length_1271_cov_55.466882_102_1271_g418,20DD_Contig_2932,0.11,NODE_414_length_1271_cov_55.466882_102_1271_g418,140.6124,934,0,100,934,1529,906,0.4475,130,75.8,2435,106.0094978,0.934,113.5005329,
NODE_437_length_1253_cov_35.570492_7_1212_g442,Polyketide_NODE_11256_length_732_cov_72.616595,0.73,NODE_437_length_1253_cov_35.570492_7_1212_g442,115.8355,1173,0,97.613,1145,1270,1248,0.4568,60,126.19,2518,109.6229632,1.173,93.45521158,
NODE_439_length_1252_cov_122.527482_1_1252_g444,20DD_coca-20110131_14092,0.14,NODE_439_length_1252_cov_122.527482_1_1252_g444,309.3155,1252,0,100,1252,4705,2481,0.4813,173,308.08,7186,312.8477416,1.252,249.8783879,
NODE_448_length_1247_cov_36.127677_1_1247_g453,P450_29,0.042,NODE_448_length_1247_cov_36.127677_1_1247_g453,94.6647,1193,0,100,1193,1256,839,0.4474,53,83.9,2095,91.20735022,1.193,76.45209575,
NODE_450_length_1246_cov_22.270404_1_1171_g455,20DD_coca-20110131_11584,0,NODE_450_length_1246_cov_22.270404_1_1171_g455,67.4918,972,0,97.6337,949,538,678,0.4317,44,61.18,1216,52.93944529,0.972,54.46444988,
NODE_454_length_1244_cov_49.743187_2_1231_g459,20DD_coca-20110131_27652,0,NODE_454_length_1244_cov_49.743187_2_1231_g459,146.0091,1095,0,99.9087,1094,1499,1466,0.4537,122,113.89,2965,129.0834336,1.095,117.8844143,
NODE_469_length_1235_cov_27.125624_16_1235_g474,Polyketide_NODE_17446_length_416_cov_17.443864,0.066,NODE_469_length_1235_cov_27.125624_16_1235_g474,73.8948,1036,0,99.2278,1028,813,605,0.4297,61,51.24,1418,61.73366235,1.036,59.58847717,
NODE_475_length_1233_cov_35.687500_1_1171_g480,20DD_NODE_3560_length_1408_cov_14.756364,0.12,NODE_475_length_1233_cov_35.687500_1_1171_g480,113.1099,819,0,99.0232,811,824,893,0.4451,89,93.99,1717,74.75084503,0.819,91.27087305,
NODE_485_length_1226_cov_27.687343_1_1226_g490,struc_EcSPMT,0.46,NODE_485_length_1226_cov_27.687343_1_1226_g490,81.7987,1118,0,100,1118,817,877,0.5058,67,53.8,1694,73.74952328,1.118,65.96558433,
NODE_502_length_1215_cov_14.148900_7_1050_g507,20DD_Contig_6853,0.052,NODE_502_length_1215_cov_14.148900_7_1050_g507,27.8519,837,0,98.4468,824,218,214,0.4504,27,13.89,432,18.80743451,0.837,22.47005318,
NODE_507_length_1211_cov_38.410866_1_1142_g512,20DD_NODE_4134_length_1332_cov_14.319477,0.037,NODE_507_length_1211_cov_38.410866_1_1142_g512,114.8425,870,0,99.5402,866,1136,715,0.5782,99,91.78,1851,80.58463258,0.87,92.62601447,
NODE_510_length_1209_cov_23.748299_12_1209_g515,P450_32,0.008,NODE_510_length_1209_cov_23.748299_12_1209_g515,71.5039,1155,0,99.1342,1145,825,706,0.4738,72,46.25,1531,66.65319961,1.155,57.70839793,
NODE_522_length_1200_cov_18.678358_1_1197_g527,P450_45,0.15,NODE_522_length_1200_cov_18.678358_1_1197_g527,54.3686,1077,0,99.6286,1073,538,550,0.4754,37,41.11,1088,47.3668721,1.077,43.98038263,
NODE_523_length_1200_cov_21.020566_1_957_g528,P450_19,6.00E-25,NODE_523_length_1200_cov_21.020566_1_957_g528,53.7918,855,0,100,855,507,345,0.4472,29,56.51,852,37.09244028,0.855,43.38297109,
NODE_541_length_1192_cov_25.992235_1_1178_g546,P450_8,1.00E-130,NODE_541_length_1192_cov_25.992235_1_1178_g546,55.6905,1037,0,100,1037,697,374,0.4865,32,68.08,1071,46.62676472,1.037,44.96312895,
NODE_543_length_1191_cov_30.500864_1_1191_g548,struc_cocaine_synthase_AGT56097,2.00E-12,NODE_543_length_1191_cov_30.500864_1_1191_g548,80.8198,1049,0,99.9047,1048,932,639,0.4743,43,77.84,1571,68.39462874,1.049,65.19983674,
NODE_556_length_1184_cov_32.198957_1_1163_g561,Polyketide_CsOAC_JN679224,0.23,NODE_556_length_1184_cov_32.198957_1_1163_g561,112.8222,827,0,96.977,802,1070,660,0.4444,69,113.5,1730,75.31680949,0.827,91.07232103,
NODE_557_length_1184_cov_14.504778_1_1124_g562,P450_37,2.00E-162,NODE_557_length_1184_cov_14.504778_1_1124_g562,36.718,876,0,99.3151,870,335,261,0.4566,33,21.62,596,25.94729391,0.876,29.62019852,
NODE_560_length_1182_cov_46.798085_1_1182_g565,struc_arginine_decarboxylase_AEQ02349,0,NODE_560_length_1182_cov_46.798085_1_1182_g565,132.2344,1122,0,100,1122,1644,1104,0.453,114,100.01,2748,119.6361806,1.122,106.627612,
NODE_570_length_1176_cov_21.481190_1_1124_g575,struc_EcSMT,0.22,NODE_570_length_1176_cov_21.481190_1_1124_g575,55.633,1011,0,99.5054,1006,578,465,0.4263,36,46.77,1043,45.40776434,1.011,44.91371349,
NODE_574_length_1175_cov_21.234676_1_1152_g579,20DD_coca-20110131_7365,0.31,NODE_574_length_1175_cov_21.234676_1_1152_g579,52.5167,987,0,100,987,519,442,0.4469,29,62.8,961,41.83783464,0.987,42.38889021,
NODE_576_length_1173_cov_12.215789_1_979_g581,Polyketide_NODE_11256_length_732_cov_72.616595,0.29,NODE_576_length_1173_cov_12.215789_1_979_g581,37.7482,818,0,99.511,814,304,269,0.4257,33,20.47,573,24.94597216,0.818,30.49629849,
NODE_578_length_1172_cov_27.073749_1_1172_g583,P450_42,0,NODE_578_length_1172_cov_27.073749_1_1172_g583,73.4482,1013,0,99.7038,1010,825,554,0.4557,53,57.64,1379,60.03576895,1.013,59.2653198,
NODE_583_length_1169_cov_26.719190_1_1166_g588,P450_32,0.089,NODE_583_length_1169_cov_26.719190_1_1166_g588,77.1308,933,0,100,933,743,591,0.4821,73,53.36,1334,58.07666119,0.933,62.24722529,
NODE_587_length_1167_cov_37.334215_1_1065_g592,P450_35,0,NODE_587_length_1167_cov_37.334215_1_1065_g592,106.513,998,0,98.7976,986,1073,901,0.4467,58,118.51,1974,85.93952713,0.998,86.11175063,
NODE_588_length_1167_cov_15.612875_1_949_g593,20DD_Contig_6853,0.22,NODE_588_length_1167_cov_15.612875_1_949_g593,42.1659,928,0,94.6121,878,438,289,0.4433,29,41.44,727,31.65047428,0.928,34.10611452,
NODE_590_length_1166_cov_42.897617_224_1166_g595,P450_10,0,NODE_590_length_1166_cov_42.897617_224_1166_g595,118.8802,943,0,100,943,1145,932,0.4746,54,156.6,2077,90.42370712,0.943,95.8894031,
NODE_592_length_1165_cov_12.460247_1_1165_g597,20DD_Contig_1266,0.027,NODE_592_length_1165_cov_12.460247_1_1165_g597,27.9136,961,0,96.462,927,302,196,0.4643,25,17.52,498,21.68079256,0.961,22.56065823,
NODE_593_length_1163_cov_27.469496_17_850_g598,EcAOF1_USDA_NODE_2268_length_1622_cov_42.446193,0.084,NODE_593_length_1163_cov_27.469496_17_850_g598,56.2514,708,0,99.7175,706,341,397,0.4384,37,54.69,738,32.12936729,0.708,45.38046227,
NODE_606_length_1158_cov_66.392889_1_1011_g611,20DD_coca-20110131_11729,0.003,NODE_606_length_1158_cov_66.392889_1_1011_g611,223,606,0,99.1749,601,1674,830,0.4735,213,158.84,2504,109.013463,0.606,179.890203,
NODE_607_length_1157_cov_35.742883_1_1157_g612,20DD_coca-20110131_14092,0.22,NODE_607_length_1157_cov_35.742883_1_1157_g612,99.6238,1058,0,99.811,1056,918,1035,0.4599,67,87.94,1953,85.02527684,1.058,80.36415581,
NODE_613_length_1156_cov_27.630454_1_1156_g618,struc_cocaine_synthase_AGT56097,7.00E-04,NODE_613_length_1156_cov_27.630454_1_1156_g618,87.8506,917,0,99.7819,915,769,724,0.4561,90,54.76,1493,64.99884195,0.917,70.88205229,
NODE_624_length_1153_cov_31.343750_5_1101_g629,P450_29,0.037,NODE_624_length_1153_cov_31.343750_5_1101_g629,84.4455,651,0,98.3103,640,593,426,0.4565,77,48.08,1019,44.36290686,0.651,68.14578627,
NODE_642_length_1148_cov_22.306726_1_1148_g647,P450_26,0.19,NODE_642_length_1148_cov_22.306726_1_1148_g647,60.5148,1148,0,100,1148,677,611,0.4417,35,66.48,1288,56.0740177,1.148,48.84496316,
NODE_645_length_1147_cov_26.059246_1_1091_g650,P450_11,0.05,NODE_645_length_1147_cov_26.059246_1_1091_g650,68.6642,1060,0,99.6226,1056,468,880,0.512,46,75.67,1348,58.68616139,1.06,55.36430319,
NODE_657_length_1141_cov_28.657040_16_1052_g662,P450_18,0.11,NODE_657_length_1141_cov_28.657040_16_1052_g662,104.0713,897,0,98.3278,882,959,771,0.4716,100,63.19,1730,75.31680949,0.897,83.96522797,
NODE_669_length_1134_cov_961.782016_1_1054_g674,20DD_coca-20110131_13971,0,NODE_669_length_1134_cov_961.782016_1_1054_g674,2682.6129,886,0,100,886,24099,19980,0.4683,2270,1558.52,44079,1919.011356,0.886,2165.927038,
NODE_670_length_1133_cov_325.298182_1_1081_g675,P450_23,0.16,NODE_670_length_1133_cov_325.298182_1_1081_g675,881.7483,906,0,100,906,10019,4796,0.4816,489,1219.19,14815,644.9818108,0.906,711.9004534,
NODE_688_length_1124_cov_22.936755_1_1098_g693,20DD_Contig_8162,0.69,NODE_688_length_1124_cov_22.936755_1_1098_g693,57.4558,860,0,98.7209,849,544,372,0.4438,52,32.91,916,39.87872688,0.86,46.37061265,
NODE_711_length_1112_cov_10.351251_1_1066_g715,Polyketide_NODE_11256_length_732_cov_72.616595,0.14,NODE_711_length_1112_cov_10.351251_1_1066_g715,31.3488,883,0,99.3205,877,264,250,0.449,26,23.44,514,22.37736421,0.883,25.34242832,
NODE_719_length_1110_cov_88.724234_1_971_g723,struc_EcSPMT,0.055,NODE_719_length_1110_cov_88.724234_1_971_g723,311.132,765,0,99.7386,763,2260,2152,0.464,284,198.64,4412,192.0796321,0.765,251.0844864,
NODE_729_length_1107_cov_25.486034_1_1061_g733,20DD_ABK94665.1,0.15,NODE_729_length_1107_cov_25.486034_1_1061_g733,75.6815,810,0,99.7531,808,652,486,0.4544,70,40.36,1138,49.5436585,0.81,61.16501049,
NODE_733_length_1102_cov_123.391223_1_971_g737,P450_41,0.037,NODE_733_length_1102_cov_123.391223_1_971_g737,380.1235,486,0,100,486,1790,1637,0.5161,348,212.77,3427,149.19694,0.486,306.9895884,
NODE_740_length_1102_cov_23.215154_86_1102_g744,20DD_coca-20110131_27652,0.067,NODE_740_length_1102_cov_23.215154_86_1102_g744,75.2929,990,0,97.6768,967,720,666,0.4401,58,57.11,1386,60.34051905,0.99,60.95001924,
NODE_757_length_1096_cov_34.587406_1_1040_g760,20DD_Contig_5901,0.058,NODE_757_length_1096_cov_34.587406_1_1040_g760,83.987,846,0,100,846,906,415,0.4429,54,76.65,1321,57.51069673,0.846,67.97954696,
NODE_763_length_1095_cov_54.508475_168_1095_g765,P450_31,0.027,NODE_763_length_1095_cov_54.508475_168_1095_g765,139.3376,702,0,98.2906,690,1010,802,0.4647,116,93.79,1812,78.88673919,0.702,112.3742724,
NODE_768_length_1094_cov_30.696513_5_870_g770,P450_11,3.00E-176,NODE_768_length_1094_cov_30.696513_5_870_g770,93.403,789,0,99.7465,787,896,469,0.4496,53,103.41,1365,59.42626876,0.789,75.31846484,
NODE_769_length_1094_cov_26.655985_1_1041_g771,P450_34,0.059,NODE_769_length_1094_cov_26.655985_1_1041_g771,74.6736,1014,0,98.6193,1000,865,539,0.4603,42,91.49,1404,61.12416215,1.014,60.28023881,
