ID,hit,evalue,#ID,Avg_fold,Length,Ref_GC,Covered_percent,Covered_bases,Plus_reads,Minus_reads,Read_GC,Median_fold,Std_Dev,summed reads,reads/per million (RPM),lenfth of gene in KB (K),RPKM,25452510
NODE_97_length_2266_cov_14.480967_716_2266_g122,P450_8,0.016,NODE_97_length_2266_cov_14.480967_716_2266_g122,38.4302,1218,0,99.9179,1217,438,431,0.4667,27,35.05,869,34.14201586,1.218,28.0312117,
NODE_103_length_2235_cov_16.373297_1_2160_g129,Polyketide_CsOAC_JN679224,0.81,NODE_103_length_2235_cov_16.373297_1_2160_g129,44.4309,2003,0,100,2003,910,740,0.4374,37,31.4,1650,64.82661239,2.003,32.36475905,
NODE_106_length_2221_cov_45.861974_5_2186_g133,P450_32,2,NODE_106_length_2221_cov_45.861974_5_2186_g133,121.662,1911,0,100,1911,2331,1975,0.4653,46,237.07,4306,169.1778139,1.911,88.52842171,
NODE_109_length_2215_cov_17.779560_1_2148_g138,20DD_coca-20110131_11584,0.053,NODE_109_length_2215_cov_17.779560_1_2148_g138,46.0348,1782,0,99.8316,1779,817,703,0.4539,26,47.28,1520,59.71906111,1.782,33.51237997,
NODE_111_length_2211_cov_27.693297_1436_2089_g141,P450_9,0.04,NODE_111_length_2211_cov_27.693297_1436_2089_g141,111.1609,348,0,99.4253,346,395,322,0.4217,109,74.38,717,28.17010975,0.348,80.94859122,
NODE_114_length_2204_cov_44.993551_1_2084_g145,EcAOC1,0.011,NODE_114_length_2204_cov_44.993551_1_2084_g145,95.4385,1756,0,100,1756,2056,1051,0.4381,38,121.94,3107,122.0704756,1.756,69.51621615,
NODE_121_length_2178_cov_33.645221_1_1911_g154,20DD_coca-20110131_6396,0.2,NODE_121_length_2178_cov_33.645221_1_1911_g154,101.7271,1374,0,100,1374,1434,1161,0.4791,89,61.28,2595,101.9545813,1.374,74.20275204,
NODE_125_length_2166_cov_16.380684_1_2020_g157,20DD_NODE_3153_length_1468_cov_32.325436,0.17,NODE_125_length_2166_cov_16.380684_1_2020_g157,38.4479,1775,0,100,1775,664,602,0.423,30,30.34,1266,49.73969168,1.775,28.02236151,
NODE_128_length_2158_cov_11.684235_19_2158_g160,P450_42,0.02,NODE_128_length_2158_cov_11.684235_19_2158_g160,28.3384,1962,0,99.6942,1956,581,449,0.4248,19,24.07,1030,40.46752167,1.962,20.62564815,
NODE_132_length_2140_cov_54.586616_1_1870_g164,struc_EcSPMT,0.01,NODE_132_length_2140_cov_54.586616_1_1870_g164,139.2664,1723,0,100,1723,2513,1935,0.4565,110,127.03,4448,174.7568314,1.723,101.4259033,
NODE_148_length_2095_cov_21.134821_20_2051_g180,20DD_ABK94665.1,0.33,NODE_148_length_2095_cov_21.134821_20_2051_g180,58.7022,1800,0,98.3333,1770,1034,933,0.4176,46,45.16,1967,77.28117973,1.8,42.93398874,
NODE_158_length_2068_cov_204.758231_338_2001_g190,struc_arginine_decarboxylase_AEQ02349,0.016,NODE_158_length_2068_cov_204.758231_338_2001_g190,570.1271,1479,0,100,1479,8892,6739,0.472,333,602.81,15631,614.124108,1.479,415.2292819,
NODE_165_length_2043_cov_74.519900_14_2004_g197,P450_23,0,NODE_165_length_2043_cov_74.519900_14_2004_g197,262.4038,1362,0,99.9266,1361,3094,3535,0.4495,127,330.37,6629,260.4458264,1.362,191.2230737,
NODE_170_length_2031_cov_46.841341_19_1980_g202,P450_28,0.098,NODE_170_length_2031_cov_46.841341_19_1980_g202,106.1667,1854,0,99.7303,1849,2175,1473,0.4492,67,113.97,3648,143.3257467,1.854,77.30622797,
NODE_176_length_2023_cov_30.873367_1_1920_g208,P450_24,0.13,NODE_176_length_2023_cov_30.873367_1_1920_g208,78.6208,1627,0,99.8156,1624,1330,1043,0.427,42,75.61,2373,93.23245527,1.627,57.3032915,
NODE_197_length_1971_cov_119.105779_206_1901_g230,P450_33,0,NODE_197_length_1971_cov_119.105779_206_1901_g230,325.6289,1509,0,99.8012,1506,5363,3743,0.4416,257,249.2,9106,357.7643227,1.509,237.0870263,
NODE_204_length_1954_cov_13.168142_1_1852_g237,20DD_NODE_4522_length_1285_cov_29.614217,0.39,NODE_204_length_1954_cov_13.168142_1_1852_g237,32.8636,1664,0,100,1664,519,495,0.4832,27,28.36,1014,39.83889997,1.664,23.94164662,
NODE_207_length_1950_cov_16.468962_1_1595_g240,P450_13,0.022,NODE_207_length_1950_cov_16.468962_1_1595_g240,55.972,1359,0,99.6321,1354,719,691,0.4459,46,39.4,1410,55.39728695,1.359,40.76327222,
NODE_209_length_1949_cov_32.082985_120_1801_g242,20DD_NODE_3246_length_1452_cov_25.390416,0.31,NODE_209_length_1949_cov_32.082985_120_1801_g242,87.1895,1488,0,98.8575,1471,1256,1150,0.4693,71,64.76,2406,94.52898751,1.488,63.52754537,
NODE_214_length_1927_cov_27.775079_128_1908_g247,EcAOF1_USDA_NODE_2268_length_1622_cov_42.446193,0.085,NODE_214_length_1927_cov_27.775079_128_1908_g247,77.3753,1500,0,99.3333,1490,1209,943,0.4246,54,66.83,2152,84.54961809,1.5,56.36641206,
NODE_217_length_1922_cov_35.312335_418_1922_g250,20DD_Contig_8162,0.029,NODE_217_length_1922_cov_35.312335_418_1922_g250,115.1447,1272,0,100,1272,1499,1218,0.5334,84,95.05,2717,106.7478217,1.272,83.9212435,
NODE_221_length_1916_cov_38.934679_448_1851_g254,20DD_coca-20110131_3904,0.075,NODE_221_length_1916_cov_38.934679_448_1851_g254,109.5198,1287,0,100,1287,1393,1218,0.4459,52,120.1,2611,102.583203,1.287,79.70722843,
NODE_222_length_1914_cov_82.024987_10_1811_g255,20DD_ABK94665.1,0.12,NODE_222_length_1914_cov_82.024987_10_1811_g255,234.1983,1629,0,99.8772,1627,3580,3487,0.4633,139,259.88,7067,277.6543453,1.629,170.4446564,
NODE_223_length_1914_cov_10.908028_1_1836_g256,20DD_coca-20110131_1706,0.12,NODE_223_length_1914_cov_10.908028_1_1836_g256,27.3567,1626,0,99.508,1618,463,361,0.447,24,16.8,824,32.37401734,1.626,19.91021976,
NODE_228_length_1904_cov_13.004276_1_1893_g261,P450_25,0.06,NODE_228_length_1904_cov_13.004276_1_1893_g261,33.0599,1871,0,99.9466,1870,644,502,0.4392,24,29.73,1146,45.02502897,1.871,24.06468678,
NODE_229_length_1901_cov_114.588330_1_1750_g262,P450_37,0,NODE_229_length_1901_cov_114.588330_1_1750_g262,326.536,1651,0,100,1651,5490,4507,0.4575,206,327.04,9997,392.7706933,1.651,237.8986634,
NODE_236_length_1893_cov_28.400538_1_1841_g269,P450_45,0,NODE_236_length_1893_cov_28.400538_1_1841_g269,72.7391,1518,0,100,1518,1197,849,0.4774,51,68.2,2046,80.38499936,1.518,52.95454503,
NODE_237_length_1892_cov_34.197418_1_1843_g270,20DD_coca-20110131_6665,0.013,NODE_237_length_1892_cov_34.197418_1_1843_g270,86.3694,1665,0,99.8198,1662,1503,1161,0.4642,61,81.94,2664,104.6655124,1.665,62.86216959,
NODE_249_length_1873_cov_18.634783_1_1696_g282,Polyketide_CsOAC_JN679224,0.006,NODE_249_length_1873_cov_18.634783_1_1696_g282,46.6613,1308,0,97.7829,1279,622,509,0.4427,32,45.56,1131,44.43569613,1.308,33.97224474,
NODE_253_length_1867_cov_9.755725_1_1292_g286,P450_42,0.044,NODE_253_length_1867_cov_9.755725_1_1292_g286,18.9767,1115,0,100,1115,198,194,0.4388,13,15.53,392,15.40123155,1.115,13.81276372,
NODE_258_length_1862_cov_19.692182_1_1862_g292,EcAOF1_USDA_NODE_2268_length_1622_cov_42.446193,2.00E-05,NODE_258_length_1862_cov_19.692182_1_1862_g292,51.2763,1502,0,98.0692,1473,722,705,0.4724,47,35.74,1427,56.0651975,1.502,37.32702896,
NODE_261_length_1857_cov_58.838268_46_1838_g295,P450_40,0,NODE_261_length_1857_cov_58.838268_46_1838_g295,153.4731,1545,0,99.9353,1544,2322,2074,0.4735,122,121.84,4396,172.7138109,1.545,111.7888744,
NODE_267_length_1850_cov_50.356081_276_1720_g302,P450_30,0.046,NODE_267_length_1850_cov_50.356081_276_1720_g302,122.3152,1101,0,99.2734,1093,1520,980,0.464,83,131.69,2500,98.22213998,1.101,89.21175293,
NODE_285_length_1830_cov_23.774068_4_1771_g320,P450_16,6.00E-22,NODE_285_length_1830_cov_23.774068_4_1771_g320,74.0046,1530,0,99.7386,1526,1108,993,0.4305,59,53.21,2101,82.54588644,1.53,53.95155976,
NODE_300_length_1818_cov_36.327171_1_1691_g336,P450_34,3.00E-31,NODE_300_length_1818_cov_36.327171_1_1691_g336,86.5793,1343,0,100,1343,1293,863,0.4376,38,89.94,2156,84.70677352,1.343,63.07280232,
NODE_304_length_1815_cov_20.477553_116_1789_g341,20DD_coca-20110131_27652,0.12,NODE_304_length_1815_cov_20.477553_116_1789_g341,55.1417,1524,0,99.9344,1523,834,724,0.4807,50,30.85,1558,61.21203763,1.524,40.16537902,
NODE_310_length_1809_cov_71.259572_39_1794_g347,P450_31,0,NODE_310_length_1809_cov_71.259572_39_1794_g347,186.9111,1350,0,99.4074,1342,2632,2053,0.4584,167,124.58,4685,184.0682903,1.35,136.3468817,
NODE_311_length_1807_cov_120.140361_1_1718_g348,20DD_coca-20110131_11584,0.029,NODE_311_length_1807_cov_120.140361_1_1718_g348,298.4409,1522,0,99.8686,1520,5067,3354,0.481,208,291.94,8421,330.8514563,1.522,217.3794062,
NODE_312_length_1806_cov_57.767625_37_1771_g349,P450_43,0,NODE_312_length_1806_cov_57.767625_37_1771_g349,155.9745,1530,0,99.8039,1527,2352,2071,0.4503,123,141.81,4423,173.77461,1.53,113.5781765,
NODE_324_length_1790_cov_46.969835_69_1621_g362,P450_46,2.00E-117,NODE_324_length_1790_cov_46.969835_69_1621_g362,122.017,1350,0,99.9259,1349,1825,1231,0.4232,70,128.29,3056,120.0667439,1.35,88.93832882,
NODE_329_length_1788_cov_42.723647_1_1760_g367,P450_34,0,NODE_329_length_1788_cov_42.723647_1_1760_g367,96.8509,1556,0,100,1556,1730,1064,0.4719,77,79.09,2794,109.7730636,1.556,70.54824141,
NODE_333_length_1786_cov_23.444381_6_1736_g371,P450_39,0,NODE_333_length_1786_cov_23.444381_6_1736_g371,77.4216,1518,0,98.2872,1492,1186,991,0.459,63,54.93,2177,85.53183949,1.518,56.3450853,
NODE_339_length_1779_cov_41.071592_1_1506_g377,P450_9,0.14,NODE_339_length_1779_cov_41.071592_1_1506_g377,70.3166,1254,0,100,1254,1040,596,0.4391,48,72.42,1636,64.2765684,1.254,51.25723158,
NODE_343_length_1777_cov_49.355505_7_1731_g380,P450_20,0,NODE_343_length_1777_cov_49.355505_7_1731_g380,121.79,1524,0,99.9344,1523,1969,1470,0.428,100,88.26,3439,135.1143758,1.524,88.65772687,
NODE_350_length_1765_cov_51.057159_49_1671_g388,struc_cocaine_synthase_AGT56097,5.00E-13,NODE_350_length_1765_cov_51.057159_49_1671_g388,142.2803,1395,0,100,1395,2018,1659,0.4458,133,77.95,3677,144.4651235,1.395,103.5592283,
NODE_355_length_1763_cov_18.247977_1_1763_g393,20DD_NODE_3028_length_1489_cov_23.482830,0.28,NODE_355_length_1763_cov_18.247977_1_1763_g393,48.4921,1528,0,100,1528,688,686,0.4394,45,30.74,1374,53.98288813,1.528,35.32911527,
NODE_363_length_1755_cov_15.733449_1_1710_g401,P450_23,0.11,NODE_363_length_1755_cov_15.733449_1_1710_g401,41.6463,1575,0,99.746,1571,655,560,0.4576,36,27.63,1215,47.73596003,1.575,30.30854605,
NODE_366_length_1752_cov_19.573589_1_1752_g404,P450_30,0.14,NODE_366_length_1752_cov_19.573589_1_1752_g404,49.9451,1529,0,100,1529,755,660,0.4522,49,31.38,1415,55.59373123,1.529,36.35953645,
NODE_370_length_1749_cov_36.567016_11_1680_g409,P450_22,0.22,NODE_370_length_1749_cov_36.567016_11_1680_g409,94.0547,1443,0,100,1443,1456,1063,0.4581,68,90.42,2519,98.96862824,1.443,68.58532796,
NODE_391_length_1721_cov_62.522512_38_1652_g430,P450_24,0,NODE_391_length_1721_cov_62.522512_38_1652_g430,170.081,1371,0,100,1371,2433,1893,0.4181,96,176.58,4326,169.963591,1.371,123.9705259,
NODE_403_length_1712_cov_50.165575_1_1075_g441,20DD_NODE_3560_length_1408_cov_14.756364,0.069,NODE_403_length_1712_cov_50.165575_1_1075_g441,203.328,753,0,99.4688,749,1637,1203,0.459,173,142.35,2840,111.580351,0.753,148.181077,
NODE_408_length_1709_cov_11.210621_1_1689_g447,20DD_coca-20110131_27652,0.023,NODE_408_length_1709_cov_11.210621_1_1689_g447,35.5882,1384,0,98.7717,1367,434,478,0.4563,21,33.47,912,35.83143666,1.384,25.88976638,
NODE_413_length_1708_cov_9.786866_72_1708_g452,P450_34,7.00E-30,NODE_413_length_1708_cov_9.786866_72_1708_g452,27.4352,1443,0,99.7921,1440,422,313,0.4551,24,16.35,735,28.87730915,1.443,20.01199526,
NODE_414_length_1707_cov_41.448029_1_1707_g453,P450_44,0,NODE_414_length_1707_cov_41.448029_1_1707_g453,100.9666,1559,0,100,1559,1629,1297,0.502,72,105.78,2926,114.9591926,1.559,73.73905877,
NODE_427_length_1698_cov_47.691291_96_1653_g466,Polyketide_NODE_17446_length_416_cov_17.443864,0.14,NODE_427_length_1698_cov_47.691291_96_1653_g466,124.3061,1434,0,99.8605,1432,1824,1478,0.4199,94,100.86,3302,129.7318025,1.434,90.46848151,
NODE_430_length_1696_cov_21.123873_1_1617_g469,Polyketide_NODE_11256_length_732_cov_72.616595,0.17,NODE_430_length_1696_cov_21.123873_1_1617_g469,44.286,1203,0,99.0856,1192,546,441,0.4388,46,21.72,987,38.77810086,1.203,32.23449781,
NODE_435_length_1692_cov_44.069319_1_1692_g474,P450_26,0.009,NODE_435_length_1692_cov_44.069319_1_1692_g474,91.5368,1304,0,100,1304,1618,601,0.439,42,146.71,2219,87.18197144,1.304,66.85734006,
NODE_438_length_1691_cov_10.883595_167_1621_g477,EcAOF_candidate_7_coca-20110131_2982,0.002,NODE_438_length_1691_cov_10.883595_167_1621_g477,26.0687,1179,0,99.9152,1178,317,253,0.4426,23,14.8,570,22.39464791,1.179,18.99461231,
NODE_445_length_1684_cov_21.964264_1_1295_g484,P450_2,0.11,NODE_445_length_1684_cov_21.964264_1_1295_g484,54.3846,1274,0,99.843,1272,685,600,0.4143,37,48.7,1285,50.48617995,1.274,39.62808473,
NODE_452_length_1678_cov_20.266261_1_1678_g491,20DD_coca-20110131_6396,0.24,NODE_452_length_1678_cov_20.266261_1_1678_g491,53.7794,1351,0,99.4078,1343,729,617,0.4687,32,56.05,1346,52.88280016,1.351,39.14344942,
NODE_453_length_1677_cov_61.608881_38_1457_g492,P450_26,0.14,NODE_453_length_1677_cov_61.608881_38_1457_g492,191.5733,1050,0,100,1050,2184,1544,0.4417,157,134.79,3728,146.4688551,1.05,139.4941477,
NODE_455_length_1677_cov_14.004866_1_1539_g494,P450_42,0.005,NODE_455_length_1677_cov_14.004866_1_1539_g494,33.6803,1292,0,99.8452,1290,410,396,0.4368,30,19.49,806,31.66681793,1.292,24.509921,
NODE_457_length_1676_cov_16.162508_1_1558_g496,Polyketide_CsOAC_JN679224,0.4,NODE_457_length_1676_cov_16.162508_1_1558_g496,36.8492,1247,0,100,1247,510,345,0.4316,25,31.85,855,33.59197187,1.247,26.93822925,
NODE_458_length_1675_cov_58.384287_1_1481_g497,P450_44,0.062,NODE_458_length_1675_cov_58.384287_1_1481_g497,192.6826,942,0,99.8938,941,1711,1651,0.4503,98,217.15,3362,132.0891338,0.942,140.2220104,
NODE_467_length_1673_cov_15.633537_6_1644_g506,P450_35,0.059,NODE_467_length_1673_cov_15.633537_6_1644_g506,45.9398,1395,0,99.7849,1392,638,549,0.4593,35,33.97,1187,46.63587206,1.395,33.43073266,
NODE_469_length_1671_cov_55.987179_264_1671_g508,struc_cocaine_synthase_AGT56097,8.00E-64,NODE_469_length_1671_cov_55.987179_264_1671_g508,152.6461,1263,0,100,1263,2275,1297,0.4605,107,133.71,3572,140.3397936,1.263,111.1162261,
NODE_485_length_1656_cov_16.582255_1_1594_g525,P450_31,0.048,NODE_485_length_1656_cov_16.582255_1_1594_g525,43.0548,1296,0,99.8457,1294,591,445,0.4197,31,33.11,1036,40.70325481,1.296,31.40683241,
NODE_489_length_1654_cov_25.406539_1_1577_g529,P450_23,0.007,NODE_489_length_1654_cov_25.406539_1_1577_g529,60.5774,1344,0,100,1344,841,667,0.4151,52,38.9,1508,59.24759483,1.344,44.08303187,
NODE_508_length_1639_cov_24.122042_1_1588_g548,P450_33,0.008,NODE_508_length_1639_cov_24.122042_1_1588_g548,62.2405,1077,0,99.7214,1074,705,538,0.4341,59,33.1,1243,48.836048,1.077,45.34451996,
NODE_520_length_1633_cov_18.265625_1_1633_g561,20DD_NODE_4522_length_1285_cov_29.614217,0.14,NODE_520_length_1633_cov_18.265625_1_1633_g561,49.7666,1457,0,100,1457,755,588,0.4267,40,35.66,1343,52.7649336,1.457,36.21477941,
NODE_522_length_1630_cov_22.856606_63_1630_g563,P450_14,0,NODE_522_length_1630_cov_22.856606_63_1630_g563,55.9756,1432,0,100,1432,827,659,0.4397,46,38.79,1486,58.38324,1.432,40.770419,
NODE_529_length_1621_cov_82.017003_1_1621_g571,P450_29,0,NODE_529_length_1621_cov_82.017003_1_1621_g571,207.713,1533,0,100,1533,3571,2342,0.4907,114,231.68,5913,232.3150055,1.533,151.5427303,
NODE_537_length_1616_cov_16.687934_302_1616_g579,P450_29,0.044,NODE_537_length_1616_cov_16.687934_302_1616_g579,41.9236,1178,0,100,1178,576,339,0.4517,33,37.16,915,35.94930323,1.178,30.51723534,
NODE_543_length_1609_cov_45.032360_1_1561_g585,20DD_coca-20110131_14092,0.12,NODE_543_length_1609_cov_45.032360_1_1561_g585,119.7617,1305,0,99.8467,1303,1599,1298,0.4614,67,115.54,2897,113.8198158,1.305,87.21824966,
NODE_546_length_1607_cov_13.648666_1_1559_g588,P450_8,3.00E-24,NODE_546_length_1607_cov_13.648666_1_1559_g588,32.0225,1287,0,99.9223,1286,432,332,0.4617,24,27.97,764,30.01668598,1.287,23.32298833,
NODE_558_length_1600_cov_20.334397_1_1502_g600,Polyketide_NODE_17446_length_416_cov_17.443864,0.37,NODE_558_length_1600_cov_20.334397_1_1502_g600,48.6216,1295,0,100,1295,653,514,0.4532,26,53.37,1167,45.85009494,1.295,35.40547872,
NODE_562_length_1598_cov_18.155911_1_1598_g604,P450_19,0.055,NODE_562_length_1598_cov_18.155911_1_1598_g604,42.0543,1307,0,99.7705,1304,579,439,0.4565,23,46.79,1018,39.9960554,1.307,30.60141959,
NODE_563_length_1598_cov_11.021086_1_1578_g605,P450_3,0.12,NODE_563_length_1598_cov_11.021086_1_1578_g605,32.1164,1280,0,99.8438,1278,445,319,0.4379,33,16.23,764,30.01668598,1.28,23.45053592,
NODE_578_length_1589_cov_27.278920_15_1461_g620,20DD_NODE_3153_length_1468_cov_32.325436,0,NODE_578_length_1589_cov_27.278920_15_1461_g620,78.3553,1092,0,100,1092,805,781,0.4761,68,50.98,1586,62.3121256,1.092,57.06238608,
NODE_595_length_1575_cov_107.372244_66_1457_g638,pathway_EcPKS2,0,NODE_595_length_1575_cov_107.372244_66_1457_g638,305.2179,1161,0,100,1161,3813,2771,0.4863,179,351.26,6584,258.6778278,1.161,222.8060533,
NODE_596_length_1575_cov_68.252918_74_1481_g639,P450_44,0.029,NODE_596_length_1575_cov_68.252918_74_1481_g639,185.4517,1200,0,100,1200,2314,1811,0.4867,133,167.61,4125,162.066531,1.2,135.0554425,
NODE_602_length_1573_cov_32.639610_20_1573_g645,P450_38,0,NODE_602_length_1573_cov_32.639610_20_1573_g645,99.0666,1532,0,99.6736,1527,1735,1076,0.4579,52,100.09,2811,110.4409742,1.532,72.08940874,
NODE_603_length_1573_cov_10.929221_14_1573_g646,Polyketide_NODE_17446_length_416_cov_17.443864,0.052,NODE_603_length_1573_cov_10.929221_14_1573_g646,27.2464,1376,0,100,1376,401,294,0.4333,26,14.51,695,27.30575491,1.376,19.84429863,
NODE_609_length_1570_cov_71.218608_1_1481_g652,P450_22,0,NODE_609_length_1570_cov_71.218608_1_1481_g652,186.6139,1365,0,100,1365,2199,2529,0.4627,162,123.71,4728,185.7577111,1.365,136.0862353,
NODE_619_length_1563_cov_29.656863_14_1563_g662,20DD_coca-20110131_10349,0.18,NODE_619_length_1563_cov_29.656863_14_1563_g662,77.413,1276,0,99.9216,1275,1073,757,0.4399,68,48.59,1830,71.89860646,1.276,56.34687027,
NODE_628_length_1558_cov_94.640000_1_1511_g671,P450_6,0.032,NODE_628_length_1558_cov_94.640000_1_1511_g671,275.408,1272,0,99.3711,1264,4058,2432,0.4375,118,306.55,6490,254.9846754,1.272,200.4596505,
NODE_632_length_1553_cov_7.734211_1_1553_g675,P450_2,0.049,NODE_632_length_1553_cov_7.734211_1_1553_g675,20.5889,1508,0,99.6684,1503,296,279,0.415,16,15.03,575,22.59109219,1.508,14.98083037,
NODE_652_length_1542_cov_12.822399_1_1361_g695,P450_29,1.3,NODE_652_length_1542_cov_12.822399_1_1361_g695,37.9735,1057,0,99.7162,1054,426,317,0.46,31,26.81,743,29.19162,1.057,27.61742668,
NODE_654_length_1540_cov_17.854775_1_1461_g697,20DD_coca-20110131_8278,0.067,NODE_654_length_1540_cov_17.854775_1_1461_g697,48.0432,1110,0,99.7297,1107,563,428,0.4631,44,27.97,991,38.93525629,1.11,35.07680747,
