ID,hit,evalue,#ID,Avg_fold,Length,Ref_GC,Covered_percent,Covered_bases,Plus_reads,Minus_reads,Read_GC,Median_fold,Std_Dev,summed reads,reads/per million (RPM),lenfth of gene in KB (K),RPKM,28535686
NODE_376_length_1713_cov_25.938095_46_1490_g415,P450_33,0.007,NODE_376_length_1713_cov_25.938095_46_1490_g415,64.0529,1077,0,100,1077,642,636,0.428,60,35.11,1278,44.78602059,1.077,41.58404883,
NODE_380_length_1708_cov_69.656716_188_1641_g420,P450_6,0.031,NODE_380_length_1708_cov_69.656716_188_1641_g420,180.3766,1272,0,99.7642,1269,2708,1549,0.4375,102,202.45,4257,149.1816038,1.272,117.2811351,
NODE_390_length_1701_cov_20.494604_100_1701_g431,P450_10,6.00E-25,NODE_390_length_1701_cov_20.494604_100_1701_g431,50.2623,1529,0,99.5422,1522,723,701,0.4695,38,41.54,1424,49.90242044,1.529,32.63729264,
NODE_395_length_1695_cov_19.125150_1_1657_g436,20DD_coca-20110131_11584,0.039,NODE_395_length_1695_cov_19.125150_1_1657_g436,50.6186,1623,0,100,1623,854,668,0.4357,32,48.22,1522,53.33671623,1.623,32.86304142,
NODE_399_length_1691_cov_37.015682_1_1691_g440,Polyketide_NODE_11256_length_732_cov_72.616595,0.003,NODE_399_length_1691_cov_37.015682_1_1691_g440,92.6594,1506,0,100,1506,1456,1134,0.4452,47,93.63,2590,90.76353156,1.506,60.26794925,
NODE_426_length_1671_cov_18.808303_7_1597_g468,P450_19,0.12,NODE_426_length_1671_cov_18.808303_7_1597_g468,41.3515,1323,0,100,1323,529,487,0.4214,35,33.69,1016,35.60453593,1.323,26.91196972,
NODE_438_length_1663_cov_40.968712_5_1633_g480,20DD_coca-20110131_14092,0.23,NODE_438_length_1663_cov_40.968712_5_1633_g480,118.8141,1248,0,100,1248,1384,1367,0.4502,89,88.34,2751,96.40558893,1.248,77.24806805,
NODE_469_length_1636_cov_20.977542_13_1636_g513,P450_30,0.042,NODE_469_length_1636_cov_20.977542_13_1636_g513,54.8602,1481,0,99.9325,1480,819,688,0.4774,40,47.41,1507,52.81105871,1.481,35.65905382,
NODE_471_length_1635_cov_15.314607_1_1621_g515,P450_44,7.00E-22,NODE_471_length_1635_cov_15.314607_1_1621_g515,38.8735,1375,0,98.2545,1351,528,462,0.4596,35,24.18,990,34.69339623,1.375,25.2315609,
NODE_473_length_1630_cov_21.184095_45_1581_g517,P450_31,0.048,NODE_473_length_1630_cov_21.184095_45_1581_g517,52.6628,1296,0,98.9969,1283,719,547,0.4181,33,56.1,1266,44.36549458,1.296,34.23263471,
NODE_481_length_1619_cov_25.640605_1_1607_g525,EcAOF1_USDA_NODE_2268_length_1622_cov_42.446193,0.005,NODE_481_length_1619_cov_25.640605_1_1607_g525,68.409,1379,0,100,1379,963,785,0.4485,44,69.14,1748,61.25662285,1.379,44.4210463,
NODE_484_length_1618_cov_14.258044_119_1618_g528,Polyketide_CsOAC_JN679224,0.38,NODE_484_length_1618_cov_14.258044_119_1618_g528,36.2826,1189,0,100,1189,471,328,0.4205,28,27.31,799,28.00002383,1.189,23.54922105,
NODE_490_length_1612_cov_8.115896_1_1577_g534,P450_28,0.16,NODE_490_length_1612_cov_8.115896_1_1577_g534,25.4703,1450,0,97.7241,1417,359,325,0.4394,20,19.85,684,23.96998285,1.45,16.53102266,
NODE_496_length_1607_cov_15.768742_17_1602_g540,P450_24,0,NODE_496_length_1607_cov_15.768742_17_1602_g540,40.1612,1371,0,99.7812,1368,565,459,0.42,28,35.23,1024,35.88488661,1.371,26.1742426,
NODE_497_length_1606_cov_151.181182_103_1531_g541,struc_ornithine_decarboxylase_AEQ02350,0,NODE_497_length_1606_cov_151.181182_103_1531_g541,437.5362,1242,0,99.6779,1238,5387,4683,0.5261,386,265.3,10070,352.8914142,1.242,284.1315735,
NODE_499_length_1604_cov_17.133036_196_1444_g543,20DD_NODE_4522_length_1285_cov_29.614217,0.028,NODE_499_length_1604_cov_17.133036_196_1444_g543,57.6739,1107,0,98.1933,1087,599,587,0.4513,56,29.39,1186,41.56198781,1.107,37.54470444,
NODE_501_length_1602_cov_13.152326_201_1602_g545,20DD_Contig_6161,0.084,NODE_501_length_1602_cov_13.152326_201_1602_g545,39.5545,1230,0,99.6748,1226,446,455,0.41,38,23.62,901,31.57449496,1.23,25.6703211,
NODE_507_length_1597_cov_22.395141_22_1551_g551,struc_cocaine_synthase_AGT56097,6.00E-53,NODE_507_length_1597_cov_22.395141_22_1551_g551,64.5065,1311,0,99.9237,1310,841,729,0.429,49,54.69,1570,55.01882029,1.311,41.96706353,
NODE_509_length_1594_cov_46.159513_1_1421_g553,P450_18,0,NODE_509_length_1594_cov_46.159513_1_1421_g553,122.0586,1347,0,99.8515,1345,1724,1323,0.4223,101,86.51,3047,106.778564,1.347,79.27139122,
NODE_512_length_1593_cov_13.267308_1_1500_g556,20DD_coca-20110131_7365,0.06,NODE_512_length_1593_cov_13.267308_1_1500_g556,38.1218,1330,0,98.6466,1312,527,412,0.446,30,29.6,939,32.90616067,1.33,24.74147419,
NODE_514_length_1592_cov_11.404747_1_1555_g558,P450_25,0.04,NODE_514_length_1592_cov_11.404747_1_1555_g558,28.8892,1471,0,100,1471,407,380,0.4409,26,15.84,787,27.57949781,1.471,18.74880885,
NODE_515_length_1591_cov_182.020539_95_1541_g559,P450_44,0.03,NODE_515_length_1591_cov_182.020539_95_1541_g559,505.9858,1200,0,100,1200,6165,5102,0.4879,426,365.46,11267,394.8388842,1.2,329.0324035,
NODE_524_length_1584_cov_15.109607_88_1584_g568,20DD_NODE_4522_length_1285_cov_29.614217,0.25,NODE_524_length_1584_cov_15.109607_88_1584_g568,38.5801,1360,0,100,1360,515,457,0.4952,31,29.06,972,34.06260721,1.36,25.04603471,
NODE_532_length_1579_cov_13.771022_19_1562_g576,P450_7,1.00E-176,NODE_532_length_1579_cov_13.771022_19_1562_g576,40.5679,1428,0,99.93,1427,575,498,0.4454,30,35.54,1073,37.6020345,1.428,26.33195694,
NODE_537_length_1574_cov_27.848799_100_1521_g581,P450_23,0,NODE_537_length_1574_cov_27.848799_100_1521_g581,77.9633,1362,0,99.9266,1361,903,1067,0.4503,50,80.72,1970,69.03635412,1.362,50.68748467,
NODE_576_length_1552_cov_18.872943_1_1552_g620,P450_15,0.083,NODE_576_length_1552_cov_18.872943_1_1552_g620,49.1155,1420,0,98.8732,1404,669,625,0.4692,31,60.29,1294,45.34672195,1.42,31.93431123,
NODE_581_length_1549_cov_16.308047_78_1461_g625,Polyketide_NODE_17446_length_416_cov_17.443864,0.52,NODE_581_length_1549_cov_16.308047_78_1461_g625,38.0532,1110,0,98.8288,1097,415,369,0.4424,34,19.15,784,27.47436631,1.11,24.75168136,
NODE_587_length_1547_cov_98.936592_1_1481_g631,pathway_EcPKS1,0,NODE_587_length_1547_cov_98.936592_1_1481_g631,251.3376,1173,0,100,1173,3337,2127,0.5048,249,152.69,5464,191.4795121,1.173,163.2391408,
NODE_588_length_1546_cov_41.571712_36_1447_g632,P450_19,0.006,NODE_588_length_1546_cov_41.571712_36_1447_g632,105.0558,1164,0,100,1164,1369,905,0.4671,84,89.95,2274,79.68967984,1.164,68.46192426,
NODE_595_length_1541_cov_38.035146_53_1421_g639,20DD_coca-20110131_14092,0.041,NODE_595_length_1541_cov_38.035146_53_1421_g639,116.0098,1119,0,99.2851,1111,1248,1156,0.4581,98,73.97,2404,84.24537833,1.119,75.28630771,
NODE_610_length_1535_cov_462.294940_136_1535_g654,struc_arginine_decarboxylase_AEQ02349,0,NODE_610_length_1535_cov_462.294940_136_1535_g654,1218.7045,1110,0,100,1110,9956,15128,0.5588,935,867.9,25084,879.0395466,1.11,791.9275195,
NODE_654_length_1514_cov_165.970290_17_1461_g699,struc_cocaine_synthase_AGT56097,4.00E-16,NODE_654_length_1514_cov_165.970290_17_1461_g699,420.5229,1329,0,100,1329,5781,4581,0.5222,380,243.68,10362,363.1242139,1.329,273.2311617,
NODE_668_length_1509_cov_59.222222_1_1491_g713,EcAOF1_USDA_NODE_2268_length_1622_cov_42.446193,0,NODE_668_length_1509_cov_59.222222_1_1491_g713,150.6787,1385,0,100,1385,2016,1853,0.4299,125,84.02,3869,135.584596,1.385,97.89501516,
NODE_670_length_1508_cov_23.675254_1_1394_g715,20DD_NODE_3153_length_1468_cov_32.325436,0.057,NODE_670_length_1508_cov_23.675254_1_1394_g715,64.4784,1179,0,99.9152,1178,727,681,0.5068,51,43.34,1408,49.34171909,1.179,41.85048269,
NODE_674_length_1503_cov_26.856463_1_1334_g719,20DD_coca-20110131_11584,0.24,NODE_674_length_1503_cov_26.856463_1_1334_g719,62.87,1285,0,99.7665,1282,927,571,0.4664,47,54.76,1498,52.4956642,1.285,40.85265697,
NODE_675_length_1502_cov_40.233492_1_1502_g720,P450_41,0,NODE_675_length_1502_cov_40.233492_1_1502_g720,102.478,1318,0,98.8619,1303,1297,1205,0.4402,76,94.74,2502,87.67967412,1.318,66.52479068,
NODE_676_length_1502_cov_27.880191_1_1277_g721,P450_29,0.043,NODE_676_length_1502_cov_27.880191_1_1277_g721,72.2272,1140,0,100,1140,951,576,0.4543,48,59.96,1527,53.5119354,1.14,46.94029421,
NODE_690_length_1497_cov_30.745902_126_1469_g737,P450_41,0.056,NODE_690_length_1497_cov_30.745902_126_1469_g737,79.6019,1065,0,98.8732,1053,850,724,0.4412,49,73.18,1574,55.15899563,1.065,51.79248416,
NODE_707_length_1490_cov_46.365820_1_1490_g754,20DD_NODE_3028_length_1489_cov_23.482830,0.058,NODE_707_length_1490_cov_46.365820_1_1490_g754,117.3055,1090,0,99.8165,1088,1546,823,0.4786,83,122.99,2369,83.01884412,1.09,76.16407718,
NODE_708_length_1490_cov_31.076870_36_1476_g755,20DD_NODE_3153_length_1468_cov_32.325436,0,NODE_708_length_1490_cov_31.076870_36_1476_g755,85.413,1092,0,100,1092,920,809,0.4768,63,64.83,1729,60.59078999,1.092,55.48607142,
NODE_714_length_1488_cov_34.617182_1_1488_g762,P450_44,0,NODE_714_length_1488_cov_34.617182_1_1488_g762,91.0871,1435,0,99.9303,1434,1388,1049,0.4964,66,84.59,2437,85.40182487,1.435,59.51346681,
NODE_720_length_1484_cov_217.556857_26_1215_g768,pathway_EcSPMT,0,NODE_720_length_1484_cov_217.556857_26_1215_g768,644.9073,1014,0,100,1014,5927,6199,0.4636,609,345.48,12126,424.9415381,1.014,419.0744952,
NODE_740_length_1471_cov_72.961752_35_1457_g790,struc_cocaine_synthase_AGT56097,5.00E-09,NODE_740_length_1471_cov_72.961752_35_1457_g790,231.9649,1026,0,99.7076,1023,2275,2136,0.4838,186,179.2,4411,154.5783543,1.026,150.6611641,
NODE_743_length_1469_cov_108.661560_1_1381_g793,20DD_NODE_3246_length_1452_cov_25.390416,0.068,NODE_743_length_1469_cov_108.661560_1_1381_g793,276.4448,996,0,99.3976,990,3225,1877,0.4354,243,221.08,5102,178.793644,0.996,179.5116908,
NODE_756_length_1465_cov_22.067737_148_1465_g806,20DD_Contig_6161,0.31,NODE_756_length_1465_cov_22.067737_148_1465_g806,53.9946,1103,0,100,1103,596,511,0.519,51,32.19,1107,38.79352488,1.103,35.17092011,
